epoch,d_real_auth_acc,d_real_class_acc,d_fake_auth_acc,d_fake_class_acc,g_auth_acc,g_class_acc
829,0.8984375,0.3984375,0.96875,0.203125,0.125,0.1640625
830,0.9375,0.4296875,0.9921875,0.1640625,0.34375,0.2109375
831,0.9140625,0.421875,0.9921875,0.2109375,0.5234375,0.21875
832,0.9296875,0.375,0.9921875,0.2578125,0.4296875,0.2421875
833,0.921875,0.3671875,1.0,0.1796875,0.359375,0.1796875
834,0.8671875,0.40625,0.8984375,0.2421875,0.328125,0.1171875
835,0.9296875,0.4140625,0.9765625,0.2265625,0.65625,0.078125
836,0.859375,0.4375,0.96875,0.1796875,0.84375,0.0546875
837,0.984375,0.359375,0.984375,0.203125,0.2890625,0.09375
838,0.921875,0.375,0.8671875,0.125,0.0,0.1484375
839,0.9375,0.453125,0.7265625,0.1171875,0.0,0.140625
840,0.7578125,0.484375,1.0,0.1171875,0.0,0.09375
841,0.828125,0.34375,1.0,0.1171875,0.0,0.140625
842,0.90625,0.265625,0.859375,0.140625,0.0546875,0.1015625
843,0.8046875,0.3515625,0.921875,0.171875,0.0,0.265625
844,0.7109375,0.40625,0.921875,0.3203125,0.0078125,0.15625
845,0.859375,0.4140625,0.8125,0.28125,0.0078125,0.1953125
846,0.8046875,0.3828125,0.90625,0.2421875,0.015625,0.140625
847,0.8671875,0.5078125,0.7890625,0.3203125,0.046875,0.1640625
848,0.875,0.421875,0.921875,0.328125,0.0,0.2421875
849,0.765625,0.3515625,0.953125,0.2109375,0.015625,0.2265625
850,0.8984375,0.4921875,0.71875,0.265625,0.015625,0.234375
851,0.8828125,0.4140625,0.8671875,0.3125,0.0234375,0.25
852,0.8984375,0.4609375,0.90625,0.296875,0.0546875,0.2421875
853,0.90625,0.4296875,0.890625,0.296875,0.0234375,0.2421875
854,0.8203125,0.4453125,0.9140625,0.2890625,0.0234375,0.2421875
855,0.8828125,0.4765625,0.921875,0.3203125,0.0234375,0.28125
856,0.8984375,0.390625,0.9375,0.2890625,0.0,0.2890625
857,0.8125,0.4609375,0.8671875,0.390625,0.0390625,0.2734375
858,0.8046875,0.4453125,0.7890625,0.328125,0.0,0.2265625
859,0.796875,0.40625,0.9609375,0.296875,0.0,0.296875
860,0.84375,0.453125,0.9609375,0.359375,0.1171875,0.2109375
861,0.953125,0.4375,0.953125,0.3125,0.0546875,0.265625
862,0.890625,0.4765625,0.953125,0.3125,0.0546875,0.2265625
863,0.9453125,0.484375,0.8984375,0.375,0.0390625,0.2265625
864,0.765625,0.4453125,0.890625,0.3515625,0.1171875,0.2265625
865,0.96875,0.421875,0.96875,0.2890625,0.0546875,0.2578125
866,0.890625,0.4375,0.953125,0.296875,0.296875,0.2578125
867,0.8984375,0.484375,0.921875,0.34375,0.25,0.2734375
868,0.875,0.484375,0.96875,0.2890625,0.4375,0.1953125
869,0.9609375,0.4140625,0.96875,0.265625,0.3828125,0.203125
870,0.9453125,0.46875,1.0,0.2890625,0.46875,0.1953125
871,0.9765625,0.4140625,0.984375,0.2890625,0.453125,0.21875
872,0.9453125,0.4609375,0.9609375,0.328125,0.2265625,0.171875
873,0.890625,0.4375,0.796875,0.2734375,0.265625,0.2421875
874,0.8125,0.390625,0.9609375,0.328125,0.3671875,0.1640625
875,0.90625,0.4296875,0.9765625,0.2109375,0.0,0.2265625
876,0.875,0.5234375,0.9921875,0.265625,0.078125,0.1796875
877,0.9765625,0.4296875,0.90625,0.265625,0.0703125,0.265625
878,0.96875,0.4140625,0.8984375,0.203125,0.0,0.203125
879,0.8515625,0.3984375,0.96875,0.2734375,0.0078125,0.21875
880,0.859375,0.375,0.890625,0.203125,0.046875,0.203125
881,0.875,0.390625,0.90625,0.2890625,0.0625,0.1875
882,0.8046875,0.4609375,0.7421875,0.2578125,0.0078125,0.21875
883,0.8984375,0.46875,0.9921875,0.2734375,0.0,0.2734375
884,0.8671875,0.453125,0.875,0.3203125,0.03125,0.25
885,0.9375,0.3828125,0.921875,0.296875,0.0390625,0.21875
886,0.84375,0.515625,0.859375,0.3515625,0.0703125,0.296875
887,0.828125,0.4296875,0.9140625,0.265625,0.140625,0.3046875
888,0.890625,0.546875,0.8515625,0.2890625,0.0546875,0.265625
889,0.6640625,0.484375,0.8671875,0.328125,0.03125,0.25
890,0.8515625,0.4765625,0.8671875,0.34375,0.015625,0.296875
891,0.84375,0.5,0.9375,0.2421875,0.0546875,0.2421875
892,0.765625,0.453125,0.8828125,0.1953125,0.1171875,0.2421875
893,0.8359375,0.40625,0.8203125,0.234375,0.0234375,0.25
894,0.84375,0.4609375,0.984375,0.296875,0.0078125,0.1875
895,0.8828125,0.453125,0.9375,0.234375,0.0,0.265625
896,0.9375,0.453125,0.90625,0.3203125,0.21875,0.1875
897,0.859375,0.4765625,0.96875,0.28125,0.3671875,0.2734375
898,0.9140625,0.34375,0.9453125,0.234375,0.484375,0.1953125
899,0.8828125,0.46875,0.96875,0.265625,0.15625,0.171875
900,0.9140625,0.453125,0.9453125,0.2421875,0.734375,0.2109375
901,0.953125,0.515625,0.9921875,0.359375,0.3984375,0.1953125
902,0.90625,0.4453125,0.96875,0.2109375,0.03125,0.1953125
903,0.921875,0.453125,0.96875,0.2421875,0.015625,0.1875
904,0.953125,0.421875,1.0,0.28125,0.3359375,0.140625
905,0.9375,0.3671875,0.9921875,0.25,0.8515625,0.2109375
906,0.9375,0.4140625,0.9765625,0.2890625,0.578125,0.1796875
907,0.8984375,0.390625,0.984375,0.21875,0.6015625,0.1640625
908,0.921875,0.4765625,0.9375,0.234375,0.828125,0.203125
909,0.9140625,0.4375,0.9921875,0.2734375,0.921875,0.21875
910,0.984375,0.4765625,1.0,0.2578125,0.6328125,0.1796875
911,0.953125,0.3671875,0.9921875,0.265625,0.9609375,0.1796875
912,0.9765625,0.40625,0.9921875,0.2421875,0.8828125,0.1796875
913,0.984375,0.4140625,0.984375,0.1640625,0.84375,0.171875
914,0.9921875,0.4765625,1.0,0.28125,0.9609375,0.1328125
915,0.9765625,0.3828125,1.0,0.3046875,1.0,0.203125
916,0.9609375,0.421875,0.984375,0.25,0.421875,0.1796875
917,0.9765625,0.3984375,0.9921875,0.28125,1.0,0.140625
918,0.9765625,0.5390625,0.984375,0.1796875,0.0,0.0859375
919,0.84375,0.4375,1.0,0.25,0.953125,0.1796875
920,0.9765625,0.390625,0.984375,0.203125,0.3046875,0.1328125
921,0.9609375,0.3828125,1.0,0.171875,0.921875,0.125
922,0.9765625,0.375,0.96875,0.1875,0.78125,0.2109375
923,0.921875,0.421875,1.0,0.265625,0.9453125,0.1015625
924,0.984375,0.46875,0.953125,0.2109375,0.8046875,0.1953125
925,0.9453125,0.375,0.984375,0.265625,0.5078125,0.265625
926,0.953125,0.390625,0.9921875,0.15625,1.0,0.140625
927,0.9921875,0.4609375,1.0,0.25,1.0,0.1015625
928,1.0,0.3984375,0.9921875,0.2109375,0.890625,0.15625
929,0.9609375,0.4296875,1.0,0.2265625,0.96875,0.171875
930,0.9921875,0.4765625,0.9765625,0.1953125,0.6640625,0.109375
931,0.9765625,0.4609375,1.0,0.1875,0.9921875,0.203125
932,1.0,0.46875,1.0,0.1015625,0.4921875,0.125
933,0.9921875,0.359375,1.0,0.15625,0.984375,0.21875
934,1.0,0.4140625,1.0,0.140625,1.0,0.1171875
935,0.9921875,0.46875,0.9921875,0.1328125,1.0,0.140625
936,1.0,0.4296875,1.0,0.1875,0.953125,0.15625
937,0.9921875,0.4453125,1.0,0.15625,0.5234375,0.1484375
938,1.0,0.375,1.0,0.1171875,1.0,0.1328125
939,0.9921875,0.5078125,0.78125,0.171875,0.0,0.109375
940,0.8984375,0.46875,1.0,0.1796875,0.0078125,0.109375
941,0.8359375,0.4140625,1.0,0.1640625,0.96875,0.1015625
942,0.953125,0.546875,0.96875,0.1328125,0.90625,0.1875
943,0.9453125,0.3984375,0.9921875,0.1953125,0.7109375,0.1640625
944,0.953125,0.46875,0.9921875,0.234375,0.4765625,0.2265625
945,0.9375,0.4609375,0.984375,0.140625,0.6875,0.1640625
946,0.96875,0.4609375,1.0,0.171875,0.5859375,0.1171875
947,0.96875,0.3828125,1.0,0.140625,0.671875,0.0859375
948,0.9921875,0.53125,1.0,0.171875,0.640625,0.125
949,0.9921875,0.3671875,1.0,0.1484375,0.640625,0.1015625
950,1.0,0.484375,0.984375,0.1171875,0.1953125,0.1171875
951,0.96875,0.421875,0.765625,0.109375,0.0,0.1484375
952,0.90625,0.421875,1.0,0.1484375,0.0,0.140625
953,0.8828125,0.40625,0.0,0.1171875,0.1015625,0.15625
954,0.796875,0.328125,0.0703125,0.09375,0.0,0.109375
955,0.6953125,0.359375,1.0,0.0703125,0.0,0.09375
956,0.640625,0.3046875,1.0,0.078125,0.0,0.078125
957,0.7734375,0.234375,1.0,0.125,0.0,0.1328125
958,0.84375,0.375,1.0,0.109375,0.0,0.125
959,0.8828125,0.3671875,1.0,0.1328125,0.0,0.125
960,0.9296875,0.328125,1.0,0.0703125,0.0,0.1015625
961,0.9609375,0.3359375,1.0,0.1796875,0.0,0.0625
962,0.9375,0.4140625,1.0,0.078125,0.0,0.0625
963,0.9453125,0.40625,1.0,0.1015625,0.0,0.1015625
964,0.921875,0.375,1.0,0.09375,0.015625,0.1484375
965,0.96875,0.421875,0.6171875,0.1171875,0.0625,0.1328125
966,0.859375,0.40625,0.1640625,0.1171875,0.3125,0.109375
967,0.53125,0.421875,0.9453125,0.1328125,0.4375,0.109375
968,0.3984375,0.3515625,1.0,0.0625,0.6796875,0.1953125
969,0.46875,0.375,0.9921875,0.1640625,0.9296875,0.1484375
970,0.703125,0.4609375,1.0,0.125,0.65625,0.1484375
971,0.796875,0.4296875,1.0,0.1328125,0.953125,0.1015625
972,0.90625,0.3984375,1.0,0.0859375,0.9765625,0.140625
973,0.9609375,0.375,0.984375,0.109375,0.984375,0.171875
974,0.8984375,0.46875,1.0,0.15625,0.9921875,0.1640625
975,0.953125,0.359375,1.0,0.1875,0.9921875,0.1953125
976,0.921875,0.3671875,1.0,0.1640625,0.9921875,0.2109375
977,1.0,0.40625,1.0,0.125,0.9453125,0.140625
978,0.9921875,0.4375,1.0,0.1328125,0.9765625,0.171875
979,0.96875,0.375,1.0,0.0859375,0.9921875,0.15625
980,0.9921875,0.4609375,0.9921875,0.109375,0.9765625,0.1640625
981,0.984375,0.453125,1.0,0.109375,0.984375,0.1875
982,0.9921875,0.40625,1.0,0.171875,0.96875,0.1640625
983,0.9609375,0.5078125,1.0,0.171875,0.953125,0.1796875
984,0.9921875,0.46875,1.0,0.140625,0.984375,0.2265625
985,0.96875,0.4609375,1.0,0.109375,0.96875,0.171875
986,0.984375,0.46875,1.0,0.109375,0.9765625,0.203125
987,0.96875,0.375,0.9921875,0.125,0.9609375,0.1953125
988,0.9921875,0.4609375,0.890625,0.1640625,0.9375,0.3515625
989,0.953125,0.4921875,0.9765625,0.1796875,0.9453125,0.1796875
990,0.90625,0.4375,0.890625,0.1953125,0.9140625,0.2265625
991,0.953125,0.40625,0.9140625,0.21875,0.6015625,0.2265625
992,0.90625,0.515625,0.8671875,0.2265625,0.5,0.1796875
993,0.8828125,0.3828125,0.8671875,0.28125,0.375,0.2421875
994,0.84375,0.34375,0.9296875,0.1796875,0.609375,0.1484375
995,0.8671875,0.390625,0.9296875,0.171875,0.3125,0.140625
996,0.75,0.359375,1.0,0.171875,0.65625,0.125
997,0.8671875,0.484375,0.9453125,0.2109375,0.3671875,0.171875
998,0.859375,0.484375,0.9296875,0.203125,0.15625,0.140625
999,0.8984375,0.4140625,0.828125,0.140625,0.0625,0.1328125
1000,0.828125,0.4296875,0.9921875,0.1953125,0.0625,0.0859375
1001,0.8359375,0.3671875,0.9921875,0.125,0.5546875,0.1484375
1002,0.9375,0.40625,0.9453125,0.1875,0.90625,0.125
1003,0.9609375,0.4296875,0.9453125,0.2421875,0.75,0.1640625
1004,0.9765625,0.453125,0.9453125,0.234375,0.4921875,0.125
1005,0.921875,0.453125,0.9609375,0.234375,0.8828125,0.0625
1006,0.96875,0.421875,0.828125,0.25,0.1328125,0.140625
1007,0.875,0.484375,0.9453125,0.2265625,0.4765625,0.1171875
1008,0.84375,0.3984375,0.875,0.2734375,0.9140625,0.21875
1009,0.8828125,0.3671875,0.734375,0.203125,0.3046875,0.171875
1010,0.875,0.4921875,0.921875,0.234375,0.375,0.125
1011,0.703125,0.4609375,0.6953125,0.2265625,0.7578125,0.1953125
1012,0.859375,0.4375,0.859375,0.25,0.9453125,0.1875
1013,0.921875,0.4921875,0.984375,0.3203125,0.890625,0.15625
1014,0.921875,0.4453125,0.9609375,0.328125,0.8828125,0.15625
1015,0.9609375,0.40625,1.0,0.234375,0.921875,0.140625
1016,0.9453125,0.5,0.9375,0.3046875,0.8671875,0.2265625
1017,0.9921875,0.421875,1.0,0.2890625,0.796875,0.140625
1018,0.96875,0.421875,0.984375,0.2109375,0.5859375,0.1953125
1019,0.9375,0.4453125,0.9140625,0.28125,0.140625,0.203125
1020,0.875,0.3984375,0.96875,0.2265625,0.9140625,0.140625
1021,0.96875,0.4296875,0.7890625,0.203125,0.2734375,0.171875
1022,0.828125,0.390625,0.90625,0.2421875,0.03125,0.203125
1023,0.6953125,0.453125,0.9609375,0.1796875,0.734375,0.1640625
1024,0.9765625,0.4140625,0.9921875,0.140625,0.4375,0.1484375
1025,1.0,0.4609375,1.0,0.171875,0.0859375,0.1171875
1026,0.96875,0.3125,1.0,0.140625,0.5625,0.078125
1027,0.9921875,0.421875,0.96875,0.1171875,0.0859375,0.078125
1028,0.96875,0.4375,1.0,0.171875,0.078125,0.171875
1029,0.9609375,0.421875,0.9921875,0.1875,0.953125,0.1953125
1030,0.9921875,0.484375,0.9765625,0.171875,0.0546875,0.140625
1031,0.984375,0.5234375,1.0,0.2734375,0.1328125,0.1328125
1032,0.9921875,0.453125,1.0,0.203125,0.03125,0.125
1033,0.984375,0.40625,1.0,0.1875,0.25,0.1484375
1034,1.0,0.3671875,0.9921875,0.2265625,0.6171875,0.1875
1035,1.0,0.421875,1.0,0.1953125,0.2265625,0.1171875
1036,0.96875,0.3359375,0.9921875,0.1484375,0.0078125,0.140625
1037,1.0,0.453125,0.9296875,0.1796875,0.0,0.125
1038,0.8515625,0.5546875,0.9375,0.203125,0.015625,0.1875
1039,0.8984375,0.390625,0.9296875,0.203125,0.0,0.2421875
1040,0.921875,0.4453125,0.9453125,0.125,0.015625,0.140625
1041,0.71875,0.390625,0.9140625,0.15625,0.1796875,0.203125
1042,0.859375,0.4140625,0.9921875,0.1875,0.1640625,0.1953125
1043,0.875,0.4296875,0.96875,0.21875,0.46875,0.203125
1044,0.8828125,0.484375,0.96875,0.2109375,0.625,0.203125
1045,0.921875,0.3515625,1.0,0.21875,0.859375,0.171875
1046,0.984375,0.46875,0.9921875,0.171875,0.6796875,0.234375
1047,0.9609375,0.46875,1.0,0.25,0.8046875,0.1796875
1048,1.0,0.3828125,1.0,0.21875,0.8828125,0.109375
1049,0.9921875,0.4375,0.9765625,0.203125,0.46875,0.203125
1050,0.9765625,0.5078125,0.921875,0.265625,0.4765625,0.25
1051,0.8515625,0.3984375,0.953125,0.203125,0.9375,0.1640625
1052,0.9453125,0.40625,0.9921875,0.234375,0.96875,0.1796875
1053,0.953125,0.453125,0.953125,0.25,0.90625,0.1484375
1054,0.9609375,0.40625,1.0,0.2734375,0.8984375,0.2109375
1055,0.96875,0.4921875,0.9140625,0.265625,0.7265625,0.2890625
1056,0.90625,0.4765625,0.9765625,0.2578125,0.9140625,0.2265625
1057,0.9921875,0.484375,0.9921875,0.2421875,0.7890625,0.28125
1058,0.9765625,0.4921875,1.0,0.2734375,0.890625,0.2265625
1059,0.9609375,0.4453125,1.0,0.3125,0.8671875,0.2265625
1060,0.953125,0.3984375,0.9140625,0.234375,0.671875,0.234375
1061,0.9140625,0.5625,0.9765625,0.3125,0.859375,0.2265625
1062,0.984375,0.4296875,0.984375,0.2421875,0.75,0.203125
1063,0.953125,0.5,0.953125,0.2734375,0.609375,0.2421875
1064,0.9453125,0.4609375,0.9453125,0.28125,0.4765625,0.2421875
1065,0.9296875,0.4140625,0.9375,0.2890625,0.78125,0.171875
1066,0.9765625,0.46875,0.9296875,0.265625,0.8203125,0.2421875
1067,0.953125,0.453125,0.8515625,0.3046875,0.2109375,0.2578125
1068,0.7890625,0.453125,0.734375,0.2890625,0.0625,0.296875
1069,0.703125,0.4609375,0.9765625,0.1953125,0.46875,0.3203125
1070,0.9765625,0.4765625,0.8828125,0.328125,0.2265625,0.234375
1071,0.9140625,0.5,0.96875,0.21875,0.1875,0.2421875
1072,0.921875,0.4609375,0.921875,0.25,0.21875,0.2890625
1073,0.84375,0.4453125,0.7421875,0.2421875,0.234375,0.1875
1074,0.8046875,0.4765625,0.9609375,0.2265625,0.171875,0.203125
1075,0.890625,0.515625,0.7578125,0.203125,0.0390625,0.2265625
1076,0.7734375,0.4375,0.9609375,0.25,0.03125,0.1640625
1077,0.921875,0.375,0.671875,0.2890625,0.0,0.1875
1078,0.609375,0.546875,0.8515625,0.2734375,0.0390625,0.21875
1079,0.8828125,0.453125,0.9765625,0.3203125,0.0859375,0.234375
1080,0.9765625,0.5,0.9921875,0.296875,0.171875,0.21875
1081,0.921875,0.484375,0.8515625,0.2578125,0.1953125,0.2890625
1082,0.8984375,0.5078125,0.9765625,0.265625,0.5859375,0.1484375
1083,0.9140625,0.4375,0.9765625,0.265625,0.8046875,0.171875
1084,0.9453125,0.4765625,0.953125,0.2890625,0.7109375,0.203125
1085,0.875,0.4921875,0.953125,0.1953125,0.7890625,0.1640625
1086,0.875,0.3984375,0.9921875,0.234375,0.859375,0.2421875
1087,0.96875,0.40625,1.0,0.1328125,0.828125,0.234375
1088,0.9453125,0.34375,0.96875,0.15625,0.953125,0.1953125
1089,0.984375,0.4375,1.0,0.25,0.9765625,0.1640625
1090,0.9609375,0.4453125,0.9609375,0.2734375,0.6484375,0.1875
1091,0.9140625,0.4609375,0.8515625,0.1953125,0.9765625,0.2421875
1092,0.8671875,0.390625,0.9609375,0.21875,0.9921875,0.2109375
1093,0.8828125,0.5625,0.9453125,0.34375,0.703125,0.21875
1094,0.9296875,0.4296875,0.984375,0.1875,0.8671875,0.140625
1095,0.984375,0.4296875,0.984375,0.2265625,0.953125,0.1640625
1096,0.953125,0.4296875,0.8828125,0.1328125,0.390625,0.1328125
1097,0.7578125,0.40625,0.8125,0.203125,0.34375,0.1640625
1098,0.859375,0.46875,0.953125,0.203125,0.3984375,0.171875
1099,0.9296875,0.5,0.9609375,0.265625,0.078125,0.1484375
1100,0.8828125,0.515625,0.984375,0.203125,0.3359375,0.1640625
1101,0.8671875,0.4765625,0.8046875,0.2265625,0.0078125,0.140625
1102,0.75,0.4296875,0.9375,0.2265625,0.09375,0.1640625
1103,0.828125,0.453125,0.8515625,0.1484375,0.1328125,0.1484375
1104,0.8359375,0.3984375,1.0,0.1328125,0.0703125,0.1875
1105,0.8984375,0.359375,0.9453125,0.265625,0.125,0.125
1106,0.8828125,0.453125,0.8203125,0.234375,0.09375,0.1015625
1107,0.859375,0.390625,0.8046875,0.140625,0.03125,0.1171875
1108,0.765625,0.390625,0.7109375,0.203125,0.0234375,0.1484375
1109,0.7265625,0.4375,0.8828125,0.1796875,0.234375,0.1328125
1110,0.7421875,0.3046875,0.53125,0.1796875,0.0,0.1640625
1111,0.453125,0.359375,1.0,0.1953125,0.046875,0.140625
1112,0.671875,0.375,0.875,0.1484375,0.0546875,0.1328125
1113,0.7890625,0.3671875,1.0,0.15625,0.109375,0.078125
1114,0.8359375,0.390625,0.9921875,0.1171875,0.1875,0.140625
1115,0.8671875,0.359375,0.9765625,0.125,0.0,0.09375
1116,0.9140625,0.34375,1.0,0.078125,0.0,0.21875
1117,0.8671875,0.4609375,0.9921875,0.0859375,0.015625,0.140625
1118,0.8984375,0.4453125,0.9921875,0.125,0.0,0.125
1119,0.8828125,0.4453125,1.0,0.125,0.0,0.125
1120,0.859375,0.421875,1.0,0.1640625,0.0,0.0859375
1121,0.96875,0.5546875,0.9140625,0.203125,0.0,0.1796875
1122,0.8515625,0.3671875,1.0,0.0859375,0.0,0.109375
1123,0.8828125,0.484375,1.0,0.1328125,0.0,0.0859375
1124,0.8828125,0.4453125,1.0,0.1640625,0.0,0.15625
1125,0.9375,0.3671875,0.1796875,0.0703125,0.0,0.1015625
1126,0.75,0.3828125,1.0,0.1171875,0.0,0.0546875
1127,0.7265625,0.3125,0.2734375,0.0625,0.015625,0.125
1128,0.6015625,0.3671875,1.0,0.109375,0.0,0.078125
1129,0.609375,0.390625,1.0,0.046875,0.0,0.09375
1130,0.84375,0.4453125,1.0,0.0546875,0.0,0.1171875
1131,0.875,0.3046875,1.0,0.109375,0.0,0.1015625
1132,0.9375,0.375,0.9921875,0.1484375,0.0,0.0859375
1133,0.96875,0.328125,1.0,0.1328125,0.0,0.109375
1134,0.9453125,0.3203125,1.0,0.109375,0.0,0.109375
1135,0.9765625,0.40625,1.0,0.1328125,0.0,0.109375
1136,0.984375,0.4609375,1.0,0.0625,0.0,0.0546875
1137,0.96875,0.4296875,1.0,0.1171875,0.0,0.109375
1138,0.9921875,0.4296875,1.0,0.109375,0.0,0.1015625
1139,0.9765625,0.390625,1.0,0.109375,0.0,0.125
1140,0.96875,0.4375,1.0,0.09375,0.2578125,0.140625
1141,0.984375,0.375,1.0,0.09375,0.8515625,0.109375
1142,0.984375,0.40625,1.0,0.1015625,0.9765625,0.1171875
1143,0.9921875,0.4609375,1.0,0.0703125,1.0,0.125
1144,0.9921875,0.53125,1.0,0.0625,1.0,0.125
1145,0.9921875,0.4609375,1.0,0.0859375,0.984375,0.125
1146,0.9921875,0.4296875,1.0,0.125,1.0,0.140625
1147,1.0,0.484375,1.0,0.109375,0.9921875,0.1796875
1148,0.96875,0.421875,1.0,0.078125,1.0,0.1015625
1149,1.0,0.53125,1.0,0.078125,1.0,0.0859375
1150,1.0,0.4453125,1.0,0.15625,0.953125,0.15625
1151,0.9921875,0.40625,1.0,0.125,0.9921875,0.1484375
1152,0.984375,0.484375,1.0,0.109375,1.0,0.1015625
1153,1.0,0.3828125,1.0,0.078125,0.984375,0.1328125
1154,0.96875,0.390625,1.0,0.0703125,0.8515625,0.1171875
1155,1.0,0.578125,1.0,0.125,1.0,0.1953125
1156,1.0,0.3984375,1.0,0.1328125,1.0,0.109375
1157,1.0,0.4140625,1.0,0.125,1.0,0.1171875
1158,1.0,0.4921875,1.0,0.1015625,1.0,0.1328125
1159,0.9921875,0.5625,1.0,0.1015625,1.0,0.125
1160,1.0,0.4609375,1.0,0.09375,1.0,0.1484375
1161,0.9921875,0.5078125,1.0,0.0703125,0.9921875,0.1953125
1162,1.0,0.453125,1.0,0.09375,1.0,0.1640625
1163,1.0,0.4609375,1.0,0.109375,1.0,0.234375
1164,1.0,0.3984375,1.0,0.125,0.859375,0.1484375
1165,1.0,0.4609375,1.0,0.09375,1.0,0.109375
1166,1.0,0.4296875,1.0,0.125,1.0,0.1640625
1167,1.0,0.4765625,1.0,0.1015625,1.0,0.1875
1168,1.0,0.4296875,1.0,0.1328125,1.0,0.1328125
1169,1.0,0.53125,1.0,0.171875,1.0,0.1328125
1170,0.9921875,0.4765625,1.0,0.1875,0.9453125,0.21875
1171,1.0,0.4609375,1.0,0.1015625,1.0,0.1171875
1172,1.0,0.5,1.0,0.1328125,1.0,0.21875
1173,0.9921875,0.5,1.0,0.125,1.0,0.203125
1174,1.0,0.46875,1.0,0.1015625,0.9921875,0.203125
1175,1.0,0.4921875,1.0,0.171875,0.9609375,0.1875
1176,1.0,0.5703125,1.0,0.15625,1.0,0.1484375
1177,1.0,0.4609375,0.890625,0.2109375,0.359375,0.1875
1178,0.984375,0.4921875,1.0,0.140625,0.609375,0.2265625
1179,0.9921875,0.4609375,0.5859375,0.171875,0.1953125,0.1484375
1180,0.9453125,0.453125,1.0,0.1640625,0.828125,0.1015625
1181,0.875,0.5625,0.625,0.1640625,0.0703125,0.1328125
1182,0.8671875,0.5078125,1.0,0.1171875,0.1953125,0.1328125
1183,0.734375,0.390625,0.3828125,0.1328125,0.0078125,0.1015625
1184,0.7265625,0.46875,0.9921875,0.0625,0.03125,0.1328125
1185,0.8125,0.3828125,1.0,0.109375,0.2421875,0.1171875
1186,0.875,0.4296875,1.0,0.125,0.6171875,0.125
1187,0.9140625,0.421875,0.984375,0.1015625,0.765625,0.1484375
1188,0.8984375,0.4375,0.9921875,0.1640625,0.9453125,0.2109375
1189,0.953125,0.484375,0.9921875,0.15625,0.875,0.1953125
1190,0.9921875,0.5078125,0.984375,0.1953125,0.8359375,0.140625
1191,0.9453125,0.515625,1.0,0.1484375,0.921875,0.1640625
1192,0.984375,0.359375,0.9921875,0.1953125,0.7421875,0.1328125
1193,0.9921875,0.4609375,1.0,0.1796875,0.8984375,0.1796875
1194,1.0,0.4453125,1.0,0.234375,0.984375,0.1640625
1195,0.9921875,0.5,0.9921875,0.1875,0.96875,0.1796875
1196,0.9765625,0.5078125,1.0,0.1171875,0.9609375,0.1875
1197,1.0,0.421875,1.0,0.1640625,0.84375,0.1484375
1198,0.984375,0.5078125,1.0,0.1875,0.953125,0.203125
1199,0.9765625,0.46875,0.9765625,0.25,0.9375,0.2890625
1200,0.984375,0.4453125,1.0,0.15625,0.9609375,0.140625
1201,0.9921875,0.5703125,0.9921875,0.1953125,0.984375,0.1796875
1202,0.9921875,0.515625,1.0,0.1875,0.953125,0.1953125
1203,1.0,0.3125,0.9921875,0.203125,0.6171875,0.3125
1204,0.9921875,0.5,0.859375,0.265625,0.3984375,0.125
1205,0.8984375,0.4609375,1.0,0.2109375,0.984375,0.203125
1206,0.984375,0.4140625,0.96875,0.1953125,0.9375,0.1484375
1207,0.984375,0.5,1.0,0.3203125,0.9375,0.171875
1208,0.984375,0.4609375,1.0,0.2265625,0.9453125,0.265625
1209,0.984375,0.4609375,0.984375,0.2421875,0.953125,0.2109375
1210,0.953125,0.4296875,0.8828125,0.2421875,0.53125,0.1953125
1211,0.8671875,0.5703125,0.9921875,0.2890625,1.0,0.2421875
1212,0.984375,0.5234375,0.890625,0.2265625,0.9609375,0.25
1213,0.90625,0.46875,1.0,0.2890625,1.0,0.2109375
1214,0.9765625,0.4921875,0.9453125,0.234375,0.8515625,0.1640625
1215,0.9453125,0.4609375,0.859375,0.3359375,0.421875,0.2578125
1216,0.7265625,0.5,0.78125,0.3046875,0.59375,0.125
1217,0.921875,0.484375,0.828125,0.3046875,0.1796875,0.2265625
1218,0.8984375,0.5546875,0.8984375,0.296875,0.03125,0.1171875
1219,0.9296875,0.4921875,0.9609375,0.1640625,0.3125,0.15625
1220,0.9140625,0.4609375,0.9609375,0.203125,0.8046875,0.1875
1221,0.953125,0.4609375,0.9140625,0.2109375,0.4921875,0.2421875
1222,0.890625,0.46875,0.9140625,0.15625,0.6484375,0.21875
1223,0.859375,0.453125,1.0,0.1953125,0.96875,0.2109375
1224,0.9609375,0.4296875,0.9921875,0.2890625,1.0,0.1875
1225,0.984375,0.4453125,0.9375,0.21875,0.8828125,0.2265625
1226,0.96875,0.484375,0.8671875,0.2890625,0.40625,0.2578125
1227,0.703125,0.4921875,0.8046875,0.3203125,0.4453125,0.1953125
1228,0.875,0.421875,0.984375,0.21875,0.6640625,0.1875
1229,0.921875,0.4921875,0.96875,0.3125,0.8984375,0.171875
1230,0.96875,0.5,0.921875,0.2421875,0.671875,0.1796875
1231,0.921875,0.421875,0.96875,0.234375,0.7578125,0.2734375
1232,0.9296875,0.515625,0.9140625,0.265625,0.8359375,0.1640625
1233,0.921875,0.484375,0.9765625,0.25,0.90625,0.1875
1234,0.953125,0.375,0.828125,0.25,0.3359375,0.2109375
