epoch,d_real_auth_acc,d_real_class_acc,d_fake_auth_acc,d_fake_class_acc,g_auth_acc,g_class_acc
417,0.9453125,0.40625,0.9140625,0.2890625,0.6484375,0.265625
418,0.875,0.40625,0.828125,0.296875,0.6484375,0.203125
419,0.8671875,0.421875,0.9375,0.21875,0.7421875,0.2109375
420,0.828125,0.375,0.7578125,0.3125,0.609375,0.1640625
421,0.90625,0.3203125,0.96875,0.1953125,0.453125,0.2421875
422,0.84375,0.3125,0.6875,0.2890625,0.7265625,0.25
423,0.8984375,0.4375,0.875,0.234375,0.7265625,0.15625
424,0.921875,0.3828125,0.9375,0.2421875,0.8046875,0.2109375
425,0.9453125,0.4296875,0.921875,0.3203125,0.6484375,0.1953125
426,0.859375,0.40625,0.9765625,0.296875,0.546875,0.1484375
427,0.953125,0.3125,0.9453125,0.2265625,0.546875,0.2734375
428,0.90625,0.359375,0.75,0.2109375,0.09375,0.1796875
429,0.6953125,0.375,0.9296875,0.2421875,0.25,0.171875
430,0.8203125,0.375,0.6796875,0.2578125,0.1171875,0.2265625
431,0.7265625,0.3984375,0.9609375,0.2734375,0.6171875,0.2109375
432,0.7578125,0.40625,0.6796875,0.1953125,0.2578125,0.2109375
433,0.8203125,0.4765625,0.9375,0.1328125,0.0,0.09375
434,0.7109375,0.296875,0.9921875,0.1953125,0.0,0.1484375
435,0.8984375,0.4375,0.9609375,0.1484375,0.0,0.1328125
436,0.90625,0.3515625,1.0,0.25,0.0,0.1875
437,0.9375,0.453125,0.8125,0.171875,0.0,0.09375
438,0.8515625,0.3359375,1.0,0.1796875,0.0,0.21875
439,0.8515625,0.3671875,0.515625,0.109375,0.0,0.125
440,0.8203125,0.375,0.9765625,0.203125,0.0,0.15625
441,0.734375,0.3359375,0.90625,0.0859375,0.015625,0.1328125
442,0.8515625,0.3984375,0.8671875,0.140625,0.1171875,0.1328125
443,0.796875,0.359375,1.0,0.15625,0.3515625,0.109375
444,0.875,0.328125,0.9921875,0.2109375,0.4296875,0.1875
445,0.859375,0.3125,0.9140625,0.1640625,0.3984375,0.140625
446,0.8984375,0.3671875,0.984375,0.15625,0.4453125,0.171875
447,0.8984375,0.3671875,0.9375,0.125,0.4140625,0.1875
448,0.8828125,0.4453125,0.96875,0.1484375,0.4375,0.1328125
449,0.8671875,0.421875,0.921875,0.2265625,0.4140625,0.171875
450,0.765625,0.375,0.890625,0.15625,0.359375,0.15625
451,0.8125,0.3671875,0.8125,0.1015625,0.0625,0.1484375
452,0.734375,0.328125,0.9375,0.171875,0.1875,0.1015625
453,0.78125,0.3984375,0.78125,0.2734375,0.2578125,0.140625
454,0.6953125,0.3203125,0.8828125,0.140625,0.0546875,0.1640625
455,0.5859375,0.4375,0.9140625,0.2109375,0.1015625,0.15625
456,0.734375,0.390625,0.7578125,0.328125,0.09375,0.171875
457,0.6953125,0.3203125,0.875,0.2578125,0.078125,0.1796875
458,0.65625,0.3125,0.9140625,0.1875,0.171875,0.2265625
459,0.7734375,0.375,0.90625,0.234375,0.1484375,0.2265625
460,0.71875,0.4296875,0.9765625,0.2109375,0.59375,0.1953125
461,0.8828125,0.390625,0.9453125,0.234375,0.6796875,0.1640625
462,0.8359375,0.3984375,0.90625,0.2421875,0.578125,0.21875
463,0.75,0.40625,0.9609375,0.21875,0.84375,0.1640625
464,0.75,0.3671875,0.921875,0.21875,0.78125,0.1640625
465,0.8359375,0.359375,0.9765625,0.234375,0.8515625,0.140625
466,0.84375,0.3359375,0.9453125,0.2109375,0.6796875,0.15625
467,0.828125,0.3828125,0.953125,0.265625,0.7109375,0.15625
468,0.859375,0.3515625,0.8828125,0.2734375,0.484375,0.2265625
469,0.875,0.4375,0.9765625,0.2578125,0.78125,0.1015625
470,0.8828125,0.359375,0.9765625,0.203125,0.7421875,0.109375
471,0.9296875,0.3671875,0.9296875,0.234375,0.6796875,0.1796875
472,0.8671875,0.3203125,0.984375,0.2265625,0.8828125,0.171875
473,0.890625,0.390625,0.8828125,0.2890625,0.125,0.2578125
474,0.8359375,0.421875,0.984375,0.2109375,0.109375,0.15625
475,0.7265625,0.3828125,0.703125,0.2109375,0.0,0.125
476,0.6640625,0.3203125,1.0,0.09375,0.0,0.1640625
477,0.84375,0.359375,1.0,0.15625,0.0,0.140625
478,0.859375,0.3359375,1.0,0.15625,0.0,0.171875
479,0.9140625,0.453125,1.0,0.2421875,0.0,0.125
480,0.9296875,0.40625,1.0,0.1875,0.0,0.125
481,0.9453125,0.3515625,0.9609375,0.125,0.0,0.1640625
482,0.921875,0.375,1.0,0.1328125,0.0,0.1640625
483,0.8984375,0.390625,0.9296875,0.140625,0.0,0.125
484,0.9296875,0.40625,0.953125,0.1171875,0.109375,0.0703125
485,0.9453125,0.265625,0.8046875,0.1328125,0.0078125,0.109375
486,0.8359375,0.4453125,0.9921875,0.1171875,0.0,0.078125
487,0.796875,0.2890625,0.984375,0.203125,0.0,0.1875
488,0.9453125,0.34375,1.0,0.15625,0.0,0.1484375
489,0.9453125,0.3515625,1.0,0.171875,0.0,0.1171875
490,0.953125,0.3828125,1.0,0.1875,0.0,0.1171875
491,0.921875,0.4140625,0.984375,0.140625,0.0078125,0.1328125
492,0.9609375,0.34375,0.8828125,0.1796875,0.0078125,0.21875
493,0.8984375,0.4140625,0.984375,0.171875,0.0546875,0.1875
494,0.9609375,0.3828125,0.9296875,0.1640625,0.171875,0.1796875
495,0.9453125,0.4375,0.9140625,0.1875,0.03125,0.203125
496,0.765625,0.3671875,0.7421875,0.1796875,0.046875,0.2109375
497,0.75,0.34375,0.890625,0.171875,0.078125,0.203125
498,0.9140625,0.359375,0.9453125,0.203125,0.078125,0.1484375
499,0.7890625,0.453125,0.78125,0.28125,0.0546875,0.1953125
500,0.71875,0.3828125,0.9609375,0.2109375,0.15625,0.2890625
501,0.765625,0.3984375,0.7265625,0.234375,0.1953125,0.1953125
502,0.828125,0.390625,0.890625,0.1640625,0.0703125,0.265625
503,0.7890625,0.4375,0.9140625,0.234375,0.109375,0.28125
504,0.859375,0.3359375,0.921875,0.234375,0.1328125,0.2265625
505,0.890625,0.3828125,0.8203125,0.234375,0.0078125,0.2578125
506,0.5625,0.3359375,0.8671875,0.21875,0.234375,0.1484375
507,0.8828125,0.328125,0.7265625,0.234375,0.1875,0.171875
508,0.90625,0.453125,0.9609375,0.2734375,0.0546875,0.2265625
509,0.765625,0.4140625,0.90625,0.1796875,0.125,0.265625
510,0.8046875,0.3828125,0.875,0.234375,0.1015625,0.2265625
511,0.7734375,0.3671875,0.828125,0.2421875,0.1484375,0.234375
512,0.8984375,0.4453125,0.9609375,0.2734375,0.21875,0.2734375
513,0.8359375,0.3359375,0.90625,0.2109375,0.28125,0.21875
514,0.8828125,0.3828125,0.875,0.234375,0.1875,0.2421875
515,0.8515625,0.390625,0.9921875,0.2421875,0.15625,0.2109375
516,0.8515625,0.421875,0.8828125,0.2734375,0.203125,0.1875
517,0.9140625,0.4375,0.953125,0.3203125,0.28125,0.2421875
518,0.890625,0.40625,0.8515625,0.265625,0.2109375,0.21875
519,0.8984375,0.359375,0.9140625,0.3515625,0.171875,0.2265625
520,0.84375,0.3515625,0.90625,0.2734375,0.2890625,0.2109375
521,0.875,0.34375,0.9140625,0.234375,0.4375,0.25
522,0.921875,0.375,0.9140625,0.3046875,0.5078125,0.2109375
523,0.828125,0.3828125,0.8203125,0.2421875,0.71875,0.3125
524,0.9375,0.46875,0.953125,0.2890625,0.6171875,0.265625
525,0.8984375,0.3671875,0.921875,0.2578125,0.953125,0.21875
526,0.9296875,0.4609375,0.8515625,0.296875,0.875,0.1796875
527,0.8671875,0.40625,0.9140625,0.28125,0.9453125,0.2734375
528,0.9375,0.4609375,0.8671875,0.328125,0.90625,0.1875
529,0.8828125,0.453125,0.921875,0.3203125,0.9609375,0.2890625
530,0.890625,0.4375,0.921875,0.34375,0.984375,0.3046875
531,0.9453125,0.4296875,0.9609375,0.3359375,0.9609375,0.21875
532,0.9375,0.4140625,0.8828125,0.3125,0.765625,0.234375
533,0.8125,0.3984375,0.90625,0.265625,0.9765625,0.15625
534,0.9375,0.359375,0.8125,0.2890625,0.65625,0.2265625
535,0.6796875,0.3828125,0.796875,0.2890625,0.9765625,0.265625
536,0.921875,0.2890625,0.921875,0.2578125,0.9375,0.21875
537,0.7890625,0.4375,0.609375,0.3125,0.8671875,0.2734375
538,0.7109375,0.4453125,0.8828125,0.328125,0.9921875,0.2109375
539,0.828125,0.3828125,0.796875,0.203125,0.921875,0.1875
540,0.8515625,0.4140625,0.859375,0.2734375,0.9453125,0.2734375
541,0.8125,0.40625,0.890625,0.265625,0.9921875,0.2421875
542,0.921875,0.4140625,0.8828125,0.2578125,0.9765625,0.203125
543,0.8984375,0.4296875,0.9296875,0.3125,0.921875,0.171875
544,0.8203125,0.375,0.96875,0.3515625,1.0,0.2109375
545,0.875,0.421875,0.7109375,0.359375,0.6796875,0.3046875
546,0.8515625,0.3984375,0.984375,0.3203125,0.921875,0.1953125
547,0.734375,0.421875,0.8125,0.375,0.9921875,0.234375
548,0.9296875,0.40625,0.9296875,0.296875,0.984375,0.25
549,0.9140625,0.4375,0.96875,0.3671875,0.9921875,0.21875
550,0.9140625,0.4453125,0.890625,0.3125,0.953125,0.2734375
551,0.9296875,0.3984375,0.9921875,0.2265625,0.9921875,0.203125
552,0.9375,0.3671875,0.9921875,0.2421875,1.0,0.2109375
553,0.9765625,0.34375,0.984375,0.2890625,1.0,0.21875
554,0.96875,0.4765625,0.9921875,0.328125,1.0,0.2265625
555,0.953125,0.4296875,0.9296875,0.28125,0.7578125,0.21875
556,0.9609375,0.4140625,0.96875,0.265625,0.8671875,0.234375
557,0.9296875,0.40625,0.9375,0.3046875,0.65625,0.15625
558,0.890625,0.4140625,1.0,0.25,0.9921875,0.21875
559,0.9453125,0.390625,1.0,0.265625,0.9765625,0.1875
560,0.9609375,0.40625,0.9921875,0.234375,0.9609375,0.1484375
561,1.0,0.3828125,1.0,0.28125,0.984375,0.1796875
562,0.9609375,0.359375,0.9765625,0.28125,0.3203125,0.2421875
563,0.9375,0.40625,0.8046875,0.2578125,0.0234375,0.203125
564,0.734375,0.359375,1.0,0.2109375,0.578125,0.1015625
565,0.8984375,0.453125,0.8828125,0.1171875,0.0,0.1484375
566,0.8671875,0.4453125,1.0,0.1875,0.0,0.1796875
567,0.9375,0.34375,0.9453125,0.15625,0.09375,0.078125
568,0.9140625,0.3984375,0.90625,0.1796875,0.5859375,0.1484375
569,0.9140625,0.3125,1.0,0.265625,0.9765625,0.078125
570,0.9296875,0.3828125,0.96875,0.1484375,0.59375,0.078125
571,0.828125,0.34375,1.0,0.1796875,0.8828125,0.1171875
572,0.828125,0.3671875,1.0,0.2265625,0.9921875,0.125
573,0.953125,0.3671875,1.0,0.2734375,1.0,0.140625
574,0.953125,0.421875,0.9921875,0.1484375,0.9609375,0.109375
575,0.984375,0.40625,1.0,0.171875,0.9296875,0.0859375
576,0.9609375,0.375,0.984375,0.2421875,0.984375,0.1328125
577,0.96875,0.3671875,1.0,0.2109375,0.8984375,0.125
578,0.9765625,0.3828125,0.9921875,0.2265625,0.9765625,0.140625
579,0.9453125,0.421875,0.9921875,0.2109375,0.6796875,0.1640625
580,0.953125,0.5234375,0.9765625,0.1953125,0.0859375,0.1328125
581,0.9140625,0.4140625,1.0,0.125,0.15625,0.1484375
582,0.8984375,0.3359375,1.0,0.09375,0.0,0.1015625
583,0.890625,0.3984375,1.0,0.1796875,0.0,0.1171875
584,0.9609375,0.453125,0.953125,0.21875,0.0,0.171875
585,0.953125,0.4296875,1.0,0.203125,0.3828125,0.1640625
586,0.984375,0.3515625,1.0,0.1640625,0.0078125,0.125
587,0.921875,0.453125,1.0,0.1953125,0.046875,0.171875
588,0.9609375,0.40625,0.96875,0.171875,0.0,0.15625
589,0.953125,0.359375,1.0,0.125,0.0,0.1328125
590,0.9609375,0.3828125,1.0,0.1953125,0.0,0.1015625
591,0.9765625,0.4453125,0.8984375,0.140625,0.0,0.1015625
592,0.8671875,0.421875,1.0,0.1015625,0.0,0.109375
593,0.859375,0.34375,1.0,0.1015625,0.0078125,0.1484375
594,0.984375,0.4296875,0.953125,0.1796875,0.953125,0.09375
595,0.96875,0.3671875,1.0,0.171875,0.96875,0.0859375
596,0.953125,0.4140625,1.0,0.203125,0.9921875,0.109375
597,0.96875,0.3984375,1.0,0.140625,0.453125,0.1484375
598,0.9765625,0.3984375,0.984375,0.1875,0.3828125,0.109375
599,0.953125,0.3984375,0.921875,0.1796875,0.03125,0.1015625
600,0.9609375,0.53125,1.0,0.1953125,0.4765625,0.1171875
601,0.8515625,0.328125,0.328125,0.15625,0.0,0.1171875
602,0.7734375,0.4609375,1.0,0.140625,0.03125,0.1015625
603,0.640625,0.421875,0.7265625,0.1328125,0.0,0.125
604,0.796875,0.4140625,1.0,0.09375,0.0,0.140625
605,0.8828125,0.3359375,1.0,0.09375,0.0,0.171875
606,0.8984375,0.3828125,1.0,0.1015625,0.0,0.078125
607,0.984375,0.3515625,1.0,0.078125,0.0,0.140625
608,0.984375,0.453125,1.0,0.09375,0.0,0.078125
609,0.9921875,0.4296875,1.0,0.0859375,0.0,0.09375
610,0.9921875,0.3984375,1.0,0.1328125,0.0,0.1484375
611,0.984375,0.4140625,1.0,0.21875,0.0,0.1171875
612,0.96875,0.3984375,1.0,0.1875,0.0,0.140625
613,0.984375,0.3203125,1.0,0.1640625,0.0,0.15625
614,0.984375,0.46875,1.0,0.1953125,0.0,0.109375
615,0.9609375,0.3671875,1.0,0.1796875,0.0,0.140625
616,0.9375,0.3125,1.0,0.15625,0.0,0.1015625
617,0.9609375,0.421875,1.0,0.265625,0.0,0.0625
618,0.984375,0.4453125,0.9453125,0.1484375,0.0,0.1328125
619,0.9453125,0.4453125,1.0,0.1640625,0.0,0.1796875
620,0.9453125,0.4453125,1.0,0.1484375,0.0,0.0859375
621,0.9609375,0.421875,1.0,0.109375,0.0,0.2109375
622,0.9765625,0.4375,0.0625,0.140625,0.0,0.1328125
623,0.875,0.3984375,1.0,0.1015625,0.0,0.09375
624,0.71875,0.390625,1.0,0.1328125,0.0,0.1328125
625,0.7890625,0.421875,1.0,0.15625,0.0,0.171875
626,0.8125,0.390625,0.984375,0.171875,0.0,0.1015625
627,0.8359375,0.4375,1.0,0.1640625,0.0,0.0703125
628,0.8515625,0.34375,1.0,0.1640625,0.0,0.109375
629,0.921875,0.453125,1.0,0.1328125,0.0,0.0390625
630,0.890625,0.4296875,1.0,0.1953125,0.0,0.1953125
631,0.9375,0.40625,1.0,0.1484375,0.0078125,0.125
632,0.9296875,0.4375,1.0,0.1640625,0.46875,0.1171875
633,0.9375,0.40625,1.0,0.140625,0.5234375,0.1875
634,0.9296875,0.4140625,1.0,0.2109375,0.75,0.15625
635,0.9140625,0.375,0.9453125,0.1953125,0.359375,0.0859375
636,0.875,0.3984375,0.8984375,0.1796875,0.0,0.1640625
637,0.7734375,0.421875,1.0,0.2265625,0.0,0.1171875
638,0.8203125,0.484375,0.8515625,0.140625,0.0,0.0859375
639,0.7421875,0.296875,1.0,0.1328125,0.0,0.1171875
640,0.7421875,0.390625,0.9921875,0.140625,0.0,0.1484375
641,0.859375,0.3515625,0.9453125,0.1953125,0.0,0.1171875
642,0.953125,0.3828125,0.9921875,0.171875,0.0,0.1484375
643,0.890625,0.3515625,1.0,0.1484375,0.6640625,0.125
644,0.9921875,0.359375,1.0,0.1328125,0.828125,0.109375
645,0.9609375,0.40625,1.0,0.1484375,0.671875,0.1484375
646,0.9453125,0.3828125,1.0,0.125,0.9921875,0.1015625
647,1.0,0.4140625,0.7890625,0.2421875,0.0859375,0.09375
648,0.859375,0.375,1.0,0.1328125,0.0,0.09375
649,0.8359375,0.3125,1.0,0.1953125,0.5390625,0.078125
650,0.953125,0.390625,1.0,0.1796875,0.9765625,0.125
651,1.0,0.453125,1.0,0.1953125,0.9921875,0.1171875
652,0.9921875,0.40625,1.0,0.1484375,0.9453125,0.1484375
653,1.0,0.40625,1.0,0.1171875,0.8828125,0.1640625
654,0.984375,0.4375,1.0,0.125,0.9765625,0.1640625
655,1.0,0.4609375,1.0,0.1796875,1.0,0.0546875
656,1.0,0.4140625,1.0,0.140625,1.0,0.171875
657,0.9765625,0.3046875,1.0,0.140625,1.0,0.21875
658,1.0,0.40625,1.0,0.1328125,0.984375,0.203125
659,1.0,0.390625,1.0,0.140625,1.0,0.1796875
660,1.0,0.40625,1.0,0.1796875,0.9453125,0.1796875
661,1.0,0.4609375,1.0,0.1640625,0.9765625,0.1796875
662,0.9765625,0.375,1.0,0.234375,1.0,0.21875
663,0.9921875,0.4609375,0.9921875,0.1796875,0.5,0.1953125
664,0.9765625,0.4140625,1.0,0.2421875,0.9921875,0.1796875
665,0.9765625,0.5078125,0.9921875,0.2578125,1.0,0.2265625
666,1.0,0.390625,1.0,0.25,0.96875,0.1796875
667,1.0,0.4609375,1.0,0.171875,1.0,0.1484375
668,1.0,0.53125,0.9296875,0.2265625,0.046875,0.2109375
669,0.9765625,0.4140625,1.0,0.15625,0.9765625,0.1484375
670,0.9296875,0.4375,0.9296875,0.171875,0.0546875,0.2265625
671,0.796875,0.390625,1.0,0.2265625,0.9921875,0.1484375
672,0.9453125,0.4296875,0.9921875,0.125,1.0,0.0859375
673,1.0,0.453125,1.0,0.265625,1.0,0.1953125
674,0.9921875,0.3671875,1.0,0.2421875,1.0,0.1796875
675,0.9921875,0.4765625,1.0,0.203125,1.0,0.203125
676,1.0,0.4296875,1.0,0.15625,1.0,0.1640625
677,0.9921875,0.4375,0.9609375,0.21875,0.0546875,0.2265625
678,0.9609375,0.5,1.0,0.140625,0.046875,0.1640625
679,0.921875,0.421875,0.8046875,0.109375,0.0,0.1484375
680,0.859375,0.3515625,1.0,0.1328125,0.0,0.0703125
681,0.875,0.3671875,0.9375,0.1328125,0.0390625,0.1171875
682,0.9140625,0.453125,1.0,0.0859375,0.65625,0.109375
683,0.921875,0.3515625,1.0,0.1328125,0.9140625,0.0625
684,0.9765625,0.3515625,0.921875,0.15625,0.28125,0.0859375
685,0.921875,0.3828125,1.0,0.2109375,0.7734375,0.1484375
686,0.9765625,0.3984375,1.0,0.2265625,1.0,0.1875
687,0.953125,0.4140625,1.0,0.21875,1.0,0.1796875
688,0.9921875,0.46875,0.9921875,0.1796875,1.0,0.203125
689,0.9921875,0.3828125,1.0,0.1796875,1.0,0.15625
690,0.984375,0.3515625,1.0,0.1484375,1.0,0.21875
691,1.0,0.4296875,1.0,0.140625,1.0,0.203125
692,1.0,0.3671875,1.0,0.2265625,1.0,0.1796875
693,1.0,0.421875,0.9765625,0.21875,0.90625,0.265625
694,0.984375,0.46875,1.0,0.21875,0.8203125,0.2421875
695,0.9609375,0.4296875,0.9921875,0.21875,0.9921875,0.1875
696,0.9765625,0.390625,1.0,0.15625,1.0,0.21875
697,1.0,0.4375,1.0,0.2890625,1.0,0.1953125
698,1.0,0.40625,1.0,0.21875,1.0,0.15625
699,0.984375,0.4296875,1.0,0.1953125,1.0,0.2265625
700,1.0,0.453125,1.0,0.1796875,0.9765625,0.1953125
701,1.0,0.484375,1.0,0.2265625,1.0,0.2734375
702,1.0,0.390625,0.96875,0.1875,0.859375,0.28125
703,0.921875,0.4296875,1.0,0.1953125,1.0,0.171875
704,0.9765625,0.4140625,0.984375,0.1796875,0.9765625,0.234375
705,0.9921875,0.34375,1.0,0.21875,0.9921875,0.2265625
706,0.9765625,0.3984375,1.0,0.2265625,0.9921875,0.2734375
707,0.984375,0.5,1.0,0.28125,1.0,0.21875
708,1.0,0.484375,1.0,0.2421875,1.0,0.21875
709,1.0,0.4375,1.0,0.171875,1.0,0.21875
710,1.0,0.46875,0.9296875,0.1953125,0.9609375,0.2578125
711,0.96875,0.4453125,1.0,0.2421875,0.96875,0.25
712,0.9296875,0.46875,0.9921875,0.1953125,0.9921875,0.1640625
713,0.9765625,0.4296875,1.0,0.2265625,0.9921875,0.2734375
714,1.0,0.375,1.0,0.265625,1.0,0.234375
715,1.0,0.4140625,1.0,0.203125,1.0,0.2578125
716,1.0,0.40625,1.0,0.2109375,0.90625,0.2578125
717,0.984375,0.421875,0.9765625,0.2109375,0.9140625,0.296875
718,0.953125,0.46875,0.953125,0.2421875,0.8671875,0.1953125
719,0.96875,0.4765625,0.96875,0.1953125,0.640625,0.15625
720,0.90625,0.46875,1.0,0.2578125,0.953125,0.21875
721,0.9609375,0.390625,0.9609375,0.1484375,0.4765625,0.1953125
722,0.8515625,0.3359375,0.96875,0.140625,0.78125,0.109375
723,0.953125,0.34375,0.8828125,0.1640625,0.3125,0.234375
724,0.921875,0.3671875,1.0,0.1796875,0.703125,0.1640625
725,0.9453125,0.328125,1.0,0.28125,1.0,0.171875
726,0.96875,0.3984375,1.0,0.1640625,0.890625,0.1875
727,0.984375,0.3671875,1.0,0.1953125,0.9140625,0.140625
728,0.9609375,0.4140625,0.9609375,0.171875,0.78125,0.2109375
729,0.9765625,0.3984375,1.0,0.1953125,0.6171875,0.1640625
730,0.9296875,0.40625,0.9921875,0.1328125,0.90625,0.1875
731,0.9453125,0.4453125,0.875,0.15625,0.0,0.1484375
732,0.8125,0.40625,1.0,0.0859375,0.0,0.1171875
733,0.796875,0.4375,0.8828125,0.140625,0.0,0.125
734,0.828125,0.34375,1.0,0.140625,0.0,0.1328125
735,0.7734375,0.4453125,0.9765625,0.109375,0.0,0.2109375
736,0.90625,0.375,0.9765625,0.1171875,0.1796875,0.1015625
737,0.953125,0.4296875,0.5,0.109375,0.0,0.1171875
738,0.625,0.4296875,1.0,0.125,0.0,0.1640625
739,0.734375,0.359375,1.0,0.140625,0.046875,0.078125
740,0.8515625,0.34375,1.0,0.171875,0.2890625,0.1015625
741,0.921875,0.375,0.953125,0.1953125,0.1328125,0.1484375
742,0.8828125,0.359375,0.6953125,0.171875,0.0078125,0.203125
743,0.7890625,0.5,0.6328125,0.2734375,0.0,0.109375
744,0.4609375,0.390625,0.3828125,0.125,0.0546875,0.171875
745,0.6875,0.375,0.9921875,0.1953125,0.1796875,0.1171875
746,0.8671875,0.3984375,0.859375,0.140625,0.375,0.125
747,0.9296875,0.421875,0.8125,0.1953125,0.4453125,0.203125
748,0.8984375,0.34375,0.7578125,0.203125,0.25,0.1640625
749,0.6796875,0.375,0.859375,0.1328125,0.578125,0.2265625
750,0.8359375,0.453125,0.7890625,0.2734375,0.7265625,0.265625
751,0.828125,0.453125,0.8671875,0.21875,0.6953125,0.3046875
752,0.9609375,0.4296875,0.8984375,0.296875,0.6171875,0.2421875
753,0.9375,0.421875,0.75,0.2265625,0.5234375,0.21875
754,0.9140625,0.4375,0.8125,0.2578125,0.296875,0.1875
755,0.78125,0.5625,0.7421875,0.3203125,0.3046875,0.28125
756,0.90625,0.390625,0.796875,0.2421875,0.203125,0.203125
757,0.828125,0.453125,0.84375,0.328125,0.4765625,0.2265625
758,0.90625,0.421875,0.8125,0.2734375,0.1640625,0.1796875
759,0.8203125,0.3515625,0.8515625,0.25,0.203125,0.2265625
760,0.9453125,0.4296875,0.7109375,0.3203125,0.1796875,0.2421875
761,0.8828125,0.4921875,0.8671875,0.2265625,0.0546875,0.2578125
762,0.8828125,0.4140625,0.90625,0.328125,0.046875,0.296875
763,0.875,0.4296875,0.9296875,0.3046875,0.0625,0.296875
764,0.921875,0.484375,0.84375,0.28125,0.0234375,0.296875
765,0.9140625,0.40625,0.8984375,0.2265625,0.03125,0.328125
766,0.8671875,0.4296875,0.84375,0.28125,0.0390625,0.265625
767,0.9296875,0.40625,0.984375,0.25,0.0546875,0.2578125
768,0.984375,0.3984375,0.9765625,0.3671875,0.046875,0.2890625
769,0.953125,0.4765625,0.875,0.265625,0.0078125,0.234375
770,0.84375,0.4140625,0.875,0.25,0.0390625,0.234375
771,0.9140625,0.4765625,0.9609375,0.2265625,0.0234375,0.2421875
772,0.9140625,0.5,0.9453125,0.2734375,0.0,0.28125
773,0.921875,0.3984375,0.84375,0.234375,0.0234375,0.2421875
774,0.921875,0.453125,0.96875,0.1640625,0.0,0.1875
775,0.8046875,0.40625,0.953125,0.1328125,0.0390625,0.25
776,0.9375,0.3671875,0.9375,0.3046875,0.0,0.2109375
777,0.828125,0.46875,0.84375,0.28125,0.0078125,0.2890625
778,0.875,0.3984375,0.9921875,0.171875,0.0078125,0.25
779,0.8515625,0.359375,0.984375,0.2265625,0.0625,0.2578125
780,0.9140625,0.4140625,0.8671875,0.15625,0.0078125,0.25
781,0.8046875,0.359375,0.9765625,0.2578125,0.1796875,0.21875
782,0.8671875,0.3671875,0.3828125,0.2265625,0.0078125,0.2265625
783,0.609375,0.421875,0.96875,0.234375,0.0078125,0.2421875
784,0.7265625,0.4140625,0.953125,0.25,0.0078125,0.3046875
785,0.8203125,0.3515625,1.0,0.203125,0.0,0.1953125
786,0.8984375,0.4453125,1.0,0.2265625,0.03125,0.265625
787,0.9453125,0.4375,0.875,0.15625,0.0,0.296875
788,0.9140625,0.4765625,0.90625,0.1484375,0.0078125,0.21875
789,0.8359375,0.390625,0.9453125,0.203125,0.0078125,0.1640625
790,0.8203125,0.4375,0.828125,0.265625,0.015625,0.203125
791,0.890625,0.4453125,0.671875,0.2578125,0.015625,0.2265625
792,0.7421875,0.375,0.9453125,0.1953125,0.15625,0.203125
793,0.8359375,0.4296875,0.953125,0.2265625,0.578125,0.1640625
794,0.953125,0.4140625,0.921875,0.2421875,0.453125,0.2109375
795,0.8828125,0.40625,0.8515625,0.1953125,0.0234375,0.2265625
796,0.90625,0.4765625,0.921875,0.234375,0.03125,0.1796875
797,0.875,0.4453125,0.9375,0.234375,0.015625,0.2265625
798,0.8203125,0.4453125,0.8125,0.28125,0.03125,0.2109375
799,0.890625,0.40625,0.8515625,0.28125,0.0,0.203125
800,0.8515625,0.390625,0.859375,0.265625,0.0390625,0.2265625
801,0.7265625,0.4375,0.921875,0.2578125,0.0390625,0.15625
802,0.8515625,0.3828125,0.625,0.2890625,0.0,0.2265625
803,0.6640625,0.390625,1.0,0.21875,0.0078125,0.1953125
804,0.7265625,0.4375,0.625,0.2734375,0.0078125,0.2421875
805,0.7265625,0.4609375,0.9921875,0.203125,0.015625,0.2578125
806,0.8359375,0.4296875,0.9453125,0.1796875,0.015625,0.265625
807,0.8125,0.4375,0.9921875,0.3125,0.0,0.2890625
808,0.8359375,0.3671875,0.8125,0.296875,0.03125,0.203125
809,0.78125,0.3515625,0.90625,0.28125,0.046875,0.2734375
810,0.78125,0.40625,0.84375,0.3046875,0.0,0.265625
811,0.8359375,0.4921875,0.9453125,0.2578125,0.0,0.2265625
812,0.8515625,0.4296875,0.9765625,0.21875,0.0,0.2421875
813,0.8125,0.4453125,0.921875,0.21875,0.1328125,0.1953125
814,0.84375,0.4296875,0.921875,0.3515625,0.078125,0.2578125
815,0.890625,0.453125,0.921875,0.3515625,0.0625,0.1875
816,0.7734375,0.40625,0.90625,0.296875,0.046875,0.265625
817,0.90625,0.484375,0.8359375,0.28125,0.0,0.2421875
818,0.71875,0.4375,1.0,0.390625,0.3828125,0.21875
819,0.8671875,0.40625,0.90625,0.2109375,0.34375,0.2421875
820,0.9296875,0.5,0.9765625,0.3203125,0.2265625,0.2265625
821,0.859375,0.4765625,0.9296875,0.3203125,0.5078125,0.21875
822,0.9296875,0.5,0.96875,0.4140625,0.65625,0.2578125
823,0.9375,0.5,0.9296875,0.2890625,0.2890625,0.2421875
824,0.8125,0.359375,0.9765625,0.296875,0.828125,0.25
825,0.84375,0.484375,0.8984375,0.2734375,0.4296875,0.296875
826,0.921875,0.390625,0.984375,0.21875,0.421875,0.21875
827,0.890625,0.46875,0.96875,0.2890625,0.59375,0.1953125
828,0.8984375,0.3984375,0.9375,0.25,0.3984375,0.265625
