epoch,d_loss,d_acc,c_loss,c_acc,g_loss_disc,g_acc_disc,g_loss_clas,g_acc_clas
1141,0.707144558429718,0.5078125,0.7179608643054962,0.75,0.7518771290779114,0.421875,1.019079566001892,0.65625
1142,0.7239372134208679,0.5,0.620604008436203,0.796875,0.7077194452285767,0.5,0.877156138420105,0.6875
1143,0.7472540438175201,0.46875,0.7995347082614899,0.765625,0.6708401441574097,0.59375,1.0859910249710083,0.734375
1144,0.7732840776443481,0.390625,0.5623167753219604,0.8203125,0.6755728125572205,0.53125,0.8923743367195129,0.6875
1145,0.7584514617919922,0.359375,0.43052463233470917,0.8671875,0.7363974452018738,0.4375,0.6030125617980957,0.75
1146,0.7526021003723145,0.4296875,0.5356688350439072,0.828125,0.6873430013656616,0.5625,0.5477264523506165,0.828125
1147,0.7510825991630554,0.40625,0.700377032160759,0.75,0.6784480810165405,0.609375,0.7560985088348389,0.734375
1148,0.7753706872463226,0.3671875,0.6997780501842499,0.8125,0.6653857827186584,0.59375,0.9060468077659607,0.734375
1150,0.7152113616466522,0.546875,0.6967911720275879,0.78125,0.7661535739898682,0.265625,0.9984172582626343,0.65625
1151,0.728527843952179,0.3984375,0.6342733800411224,0.765625,0.7515669465065002,0.375,0.8597123026847839,0.671875
1155,0.7082282304763794,0.4609375,0.7879305183887482,0.734375,0.7891140580177307,0.28125,1.0134084224700928,0.671875
1156,0.7323013246059418,0.453125,0.6564794629812241,0.7734375,0.7422723174095154,0.453125,0.8320109844207764,0.703125
1157,0.714195191860199,0.46875,0.6306867599487305,0.7734375,0.7574949264526367,0.40625,0.8080422878265381,0.6875
1159,0.7052226662635803,0.5078125,0.6097283214330673,0.828125,0.7759796380996704,0.3125,0.7126733064651489,0.71875
1162,0.715216189622879,0.4921875,0.5947226732969284,0.8359375,0.7747222185134888,0.359375,0.8345293402671814,0.71875
1163,0.7400459945201874,0.453125,0.6658344566822052,0.7890625,0.7871307134628296,0.28125,0.8507514595985413,0.703125
1164,0.7078441679477692,0.515625,0.5915572941303253,0.8203125,0.7403813600540161,0.453125,0.7921657562255859,0.75
1165,0.7038737237453461,0.5078125,0.7558488845825195,0.75,0.7303105592727661,0.515625,1.1126407384872437,0.640625
1166,0.7210779190063477,0.5078125,0.6546761393547058,0.7890625,0.7481813430786133,0.40625,0.9467481374740601,0.6875
1170,0.7128004133701324,0.4921875,0.5515771359205246,0.828125,0.7617712616920471,0.34375,0.6564760208129883,0.8125
1172,0.7259122729301453,0.4609375,0.7497353404760361,0.7421875,0.7553333044052124,0.34375,1.031266450881958,0.671875
1174,0.7092967629432678,0.515625,0.6164964139461517,0.7890625,0.7745567560195923,0.375,0.8623824119567871,0.703125
1177,0.6964797377586365,0.53125,0.6609165370464325,0.796875,0.7820318341255188,0.3125,0.9537976384162903,0.6875
1178,0.712802916765213,0.515625,0.5910856872797012,0.7890625,0.7591983079910278,0.453125,0.8300585150718689,0.71875
1179,0.7258772850036621,0.4921875,0.6322938501834869,0.796875,0.7609851360321045,0.4375,0.8891443014144897,0.703125
1180,0.7041015625,0.5546875,0.5988426804542542,0.828125,0.7782085537910461,0.375,0.7962819337844849,0.71875
1181,0.7097223401069641,0.4921875,0.566967785358429,0.8125,0.730708122253418,0.453125,0.7929381132125854,0.765625
1182,0.7311827838420868,0.484375,0.5911984145641327,0.78125,0.7120059132575989,0.5,0.7114421725273132,0.796875
1185,0.6780742406845093,0.546875,0.7687669843435287,0.75,0.778359591960907,0.34375,1.0469253063201904,0.6875
1186,0.7285552024841309,0.4296875,0.6169673502445221,0.7890625,0.7274141907691956,0.515625,0.89290452003479,0.734375
1187,0.6972770094871521,0.5,0.5338786840438843,0.84375,0.7173599004745483,0.4375,0.6805478930473328,0.8125
1189,0.720254123210907,0.4375,0.4955868721008301,0.84375,0.7821314930915833,0.34375,0.6994022130966187,0.765625
1190,0.68699711561203,0.5703125,0.5361820757389069,0.8515625,0.7388336658477783,0.484375,0.7189812064170837,0.78125
1191,0.7243454158306122,0.5,0.5574065744876862,0.8359375,0.7086124420166016,0.484375,0.8176334500312805,0.71875
1192,0.7246475517749786,0.4453125,0.5912549048662186,0.8125,0.7349495887756348,0.4375,0.8705684542655945,0.734375
1194,0.686857670545578,0.53125,0.5809949636459351,0.7890625,0.7590407729148865,0.4375,0.8170948624610901,0.6875
1195,0.7321023643016815,0.375,0.5938965082168579,0.875,0.7579829692840576,0.34375,0.7399123311042786,0.796875
1196,0.6537333428859711,0.6640625,0.5217290967702866,0.8203125,0.7365529537200928,0.453125,0.7072033882141113,0.734375
1198,0.701949805021286,0.515625,0.6654111295938492,0.828125,0.7913335561752319,0.328125,0.9996625185012817,0.703125
1199,0.7094179689884186,0.484375,0.43424277007579803,0.859375,0.7045631408691406,0.53125,0.623418390750885,0.8125
1202,0.697637289762497,0.4765625,0.6705849766731262,0.78125,0.7520637512207031,0.375,0.9667696356773376,0.609375
