epoch,d_real_auth_acc,d_real_class_acc,d_fake_auth_acc,d_fake_class_acc,g_auth_acc,g_class_acc,cnn_accuracy
222,0.9375,0.90625,0.9375,0.515625,0.96875,0.625,0.390625
223,0.875,0.890625,0.96875,0.546875,1.0,0.484375,0.3125
224,0.953125,0.90625,0.890625,0.515625,0.984375,0.59375,0.328125
225,0.953125,0.796875,0.9375,0.484375,1.0,0.53125,0.390625
226,0.9375,0.890625,0.921875,0.484375,0.984375,0.578125,0.375
227,0.90625,0.859375,0.96875,0.5,0.984375,0.53125,0.390625
228,0.90625,0.875,0.84375,0.515625,0.953125,0.546875,0.375
229,0.921875,0.890625,0.96875,0.5,0.96875,0.53125,0.515625
230,0.890625,0.859375,0.875,0.578125,1.0,0.4375,0.265625
231,1.0,0.921875,0.953125,0.5,0.953125,0.625,0.34375
232,0.8125,0.84375,0.90625,0.5625,1.0,0.640625,0.34375
233,1.0,0.890625,0.9375,0.59375,1.0,0.515625,0.359375
234,0.921875,0.8125,0.90625,0.640625,0.953125,0.546875,0.359375
235,0.890625,0.8125,0.828125,0.453125,0.984375,0.5625,0.359375
236,0.9375,0.8125,0.953125,0.5,0.984375,0.578125,0.375
237,0.90625,0.90625,0.859375,0.578125,0.984375,0.59375,0.421875
238,0.875,0.78125,0.9375,0.453125,1.0,0.6875,0.34375
239,0.953125,0.8125,0.8125,0.515625,0.96875,0.546875,0.390625
240,0.859375,0.84375,0.9375,0.546875,0.96875,0.703125,0.421875
241,0.96875,0.875,0.921875,0.625,0.984375,0.53125,0.515625
242,0.90625,0.921875,0.9375,0.625,0.984375,0.625,0.359375
243,0.953125,0.921875,0.875,0.59375,1.0,0.5625,0.328125
244,0.875,0.90625,0.90625,0.546875,0.96875,0.5,0.28125
245,0.890625,0.875,0.84375,0.515625,0.96875,0.609375,0.359375
246,0.859375,0.875,0.828125,0.546875,0.984375,0.609375,0.46875
247,0.875,0.796875,0.875,0.5625,0.984375,0.515625,0.453125
248,0.875,0.921875,0.9375,0.53125,0.96875,0.625,0.28125
249,0.984375,0.90625,0.921875,0.5625,1.0,0.640625,0.484375
250,0.9375,0.828125,0.90625,0.515625,0.96875,0.703125,0.390625
251,0.9375,0.875,0.828125,0.53125,0.96875,0.671875,0.4375
252,0.8125,0.875,0.921875,0.546875,1.0,0.5625,0.40625
253,0.96875,0.90625,0.84375,0.53125,0.984375,0.5,0.328125
254,0.890625,0.78125,0.9375,0.5,0.984375,0.5,0.28125
255,0.875,0.859375,0.796875,0.53125,0.984375,0.609375,0.4375
256,0.921875,0.90625,0.859375,0.609375,0.96875,0.53125,0.390625
257,0.828125,0.875,0.921875,0.53125,1.0,0.53125,0.359375
258,0.75,0.84375,0.765625,0.46875,0.984375,0.671875,0.421875
259,0.890625,0.890625,0.890625,0.609375,0.953125,0.53125,0.421875
260,0.875,0.890625,0.890625,0.5625,1.0,0.578125,0.4375
261,0.90625,0.90625,0.859375,0.609375,0.921875,0.59375,0.46875
262,0.859375,0.90625,0.9375,0.546875,0.984375,0.59375,0.5
263,0.859375,0.859375,0.828125,0.578125,0.96875,0.546875,0.5
264,0.96875,0.859375,0.890625,0.40625,0.984375,0.515625,0.390625
265,0.859375,0.890625,0.921875,0.515625,0.984375,0.625,0.46875
266,0.8125,0.859375,0.796875,0.625,1.0,0.59375,0.5
267,0.921875,0.796875,0.859375,0.640625,0.984375,0.5,0.5
268,0.828125,0.875,0.84375,0.546875,0.96875,0.59375,0.515625
269,0.859375,0.875,0.9375,0.640625,0.984375,0.578125,0.546875
270,0.8125,0.84375,0.859375,0.578125,0.96875,0.484375,0.5
271,0.890625,0.78125,0.828125,0.640625,0.96875,0.65625,0.421875
272,0.796875,0.890625,0.78125,0.59375,0.96875,0.609375,0.5625
273,1.0,0.875,0.90625,0.53125,0.9375,0.609375,0.34375
274,0.796875,0.828125,0.828125,0.5,0.96875,0.484375,0.375
275,0.890625,0.828125,0.890625,0.59375,0.984375,0.546875,0.46875
276,0.828125,0.8125,0.828125,0.546875,0.953125,0.671875,0.421875
277,0.84375,0.84375,0.75,0.5625,0.9375,0.609375,0.4375
278,0.859375,0.90625,0.875,0.625,0.96875,0.484375,0.453125
279,0.875,0.78125,0.796875,0.59375,0.984375,0.59375,0.5625
280,0.9375,0.90625,0.828125,0.609375,0.9375,0.578125,0.546875
281,0.90625,0.875,0.953125,0.609375,0.96875,0.515625,0.484375
282,0.78125,0.890625,0.78125,0.5625,0.953125,0.671875,0.46875
283,0.859375,0.921875,0.78125,0.65625,0.90625,0.53125,0.609375
284,0.75,0.921875,0.828125,0.59375,0.984375,0.625,0.546875
285,0.84375,0.84375,0.671875,0.671875,0.96875,0.59375,0.65625
286,0.84375,0.796875,0.9375,0.5625,1.0,0.734375,0.46875
287,0.90625,0.859375,0.875,0.609375,0.921875,0.53125,0.546875
288,0.84375,0.859375,0.859375,0.515625,0.96875,0.5,0.46875
289,0.953125,0.890625,0.875,0.625,0.921875,0.59375,0.578125
290,0.84375,0.890625,0.84375,0.578125,0.890625,0.609375,0.578125
291,0.828125,0.78125,0.84375,0.53125,0.953125,0.484375,0.609375
292,0.890625,0.921875,0.921875,0.5625,0.90625,0.578125,0.59375
293,0.796875,0.859375,0.78125,0.609375,0.8125,0.484375,0.65625
294,0.953125,0.90625,0.875,0.609375,0.71875,0.53125,0.703125
295,0.65625,0.890625,0.78125,0.546875,0.984375,0.609375,0.640625
296,0.953125,0.765625,0.828125,0.515625,0.78125,0.609375,0.609375
297,0.90625,0.8125,0.953125,0.5625,0.71875,0.546875,0.578125
298,0.84375,0.90625,0.78125,0.625,0.84375,0.484375,0.6875
299,0.96875,0.765625,0.96875,0.515625,0.71875,0.609375,0.5625
300,0.921875,0.796875,0.90625,0.5625,0.734375,0.609375,0.734375
301,0.9375,0.828125,0.890625,0.46875,0.703125,0.59375,0.578125
302,0.984375,0.796875,0.875,0.5625,0.46875,0.65625,0.46875
303,0.828125,0.875,0.921875,0.546875,0.859375,0.59375,0.71875
304,1.0,0.859375,0.890625,0.5625,0.484375,0.578125,0.59375
305,0.875,0.78125,0.875,0.609375,0.515625,0.59375,0.625
306,0.90625,0.84375,0.984375,0.5,0.515625,0.578125,0.609375
307,0.9375,0.828125,0.9375,0.59375,0.546875,0.5,0.53125
308,0.953125,0.859375,1.0,0.484375,0.453125,0.59375,0.546875
309,0.96875,0.921875,0.96875,0.46875,0.484375,0.53125,0.5625
310,0.96875,0.8125,0.921875,0.5,0.390625,0.65625,0.5625
311,0.90625,0.84375,0.890625,0.515625,0.453125,0.53125,0.546875
312,0.953125,0.796875,0.9375,0.5625,0.46875,0.640625,0.5
313,0.984375,0.796875,0.9375,0.5625,0.328125,0.609375,0.578125
314,0.90625,0.734375,0.921875,0.5625,0.328125,0.65625,0.546875
315,0.9375,0.953125,0.9375,0.5,0.375,0.515625,0.5
316,0.90625,0.859375,0.921875,0.484375,0.359375,0.578125,0.484375
317,0.953125,0.875,0.984375,0.703125,0.21875,0.515625,0.65625
318,0.953125,0.875,0.953125,0.453125,0.265625,0.59375,0.546875
319,0.953125,0.84375,0.953125,0.578125,0.5,0.515625,0.59375
320,0.984375,0.859375,0.96875,0.59375,0.328125,0.546875,0.625
321,0.90625,0.71875,0.9375,0.578125,0.328125,0.609375,0.578125
322,0.953125,0.96875,0.953125,0.59375,0.453125,0.578125,0.546875
323,0.953125,0.890625,0.96875,0.5625,0.34375,0.578125,0.515625
324,0.96875,0.890625,0.921875,0.546875,0.34375,0.625,0.515625
325,0.984375,0.84375,0.96875,0.46875,0.328125,0.546875,0.578125
326,0.953125,0.859375,0.953125,0.46875,0.40625,0.65625,0.546875
327,1.0,0.9375,0.984375,0.53125,0.140625,0.59375,0.625
328,0.890625,0.84375,0.9375,0.546875,0.390625,0.546875,0.515625
329,0.984375,0.8125,0.9375,0.4375,0.265625,0.578125,0.5
330,0.90625,0.921875,0.921875,0.578125,0.3125,0.5,0.59375
331,0.9375,0.84375,0.890625,0.5,0.375,0.546875,0.515625
332,0.984375,0.84375,0.9375,0.5625,0.125,0.59375,0.640625
333,0.8125,0.859375,0.84375,0.59375,0.453125,0.59375,0.53125
334,0.984375,0.84375,0.9375,0.46875,0.25,0.5625,0.4375
335,0.921875,0.921875,0.90625,0.640625,0.375,0.515625,0.484375
336,0.984375,0.9375,0.96875,0.578125,0.265625,0.53125,0.59375
337,0.96875,0.796875,0.90625,0.46875,0.21875,0.578125,0.4375
338,0.9375,0.890625,0.9375,0.578125,0.234375,0.578125,0.640625
339,0.984375,0.8125,0.96875,0.46875,0.359375,0.65625,0.484375
340,0.890625,0.875,0.84375,0.53125,0.359375,0.484375,0.53125
341,0.984375,0.875,0.875,0.5625,0.140625,0.546875,0.515625
342,0.71875,0.75,0.78125,0.515625,0.53125,0.65625,0.546875
343,0.984375,0.890625,0.84375,0.625,0.25,0.5625,0.65625
344,0.75,0.9375,0.921875,0.65625,0.375,0.546875,0.59375
345,0.96875,0.8125,0.890625,0.46875,0.296875,0.578125,0.53125
346,0.953125,0.796875,0.890625,0.546875,0.296875,0.53125,0.5
347,0.921875,0.890625,0.921875,0.6875,0.28125,0.59375,0.640625
348,0.984375,0.859375,0.84375,0.6875,0.125,0.46875,0.59375
349,0.875,0.890625,0.890625,0.5,0.234375,0.46875,0.546875
350,0.921875,0.90625,0.875,0.703125,0.265625,0.4375,0.65625
351,0.828125,0.84375,0.828125,0.578125,0.34375,0.46875,0.53125
352,0.953125,0.90625,0.8125,0.59375,0.203125,0.484375,0.609375
353,0.890625,0.78125,0.90625,0.59375,0.3125,0.5,0.46875
354,0.921875,0.796875,0.875,0.5,0.328125,0.5,0.5625
355,0.890625,0.859375,0.90625,0.484375,0.375,0.5625,0.4375
356,0.921875,0.953125,0.765625,0.515625,0.125,0.46875,0.59375
357,0.671875,0.90625,0.875,0.609375,0.421875,0.546875,0.59375
358,0.890625,0.875,0.84375,0.53125,0.390625,0.625,0.5
