Epoch,GeneratorLoss,MSE,PSNR,CNN_CE,CNN_Acc
32,0.287988543510437,0.2775961756706238,5.565865212740475,2.4359960556030273,0.28125
33,0.29324012994766235,0.28905388712882996,5.3902118595933715,3.1585745811462402,0.03125
34,0.31602606177330017,0.3096104860305786,5.091843388544629,2.7223191261291504,0.0625
35,0.2727953791618347,0.2685055136680603,5.710467917855512,2.6752405166625977,0.1875
36,0.27185481786727905,0.2687476575374603,5.706553124642029,2.4244885444641113,0.25
37,0.2911953628063202,0.2860602140426636,5.435425407381251,2.7001774311065674,0.09375
38,0.2957516610622406,0.2896823287010193,5.380779969664601,2.6077499389648438,0.09375
39,0.2764844000339508,0.2733384966850281,5.632991984555698,2.528383731842041,0.15625
40,0.2824627757072449,0.2791673243045807,5.5413541593669935,2.611950635910034,0.1875
41,0.270433247089386,0.2675361931324005,5.726174569533546,2.9158356189727783,0.09375
42,0.2601156234741211,0.2571555972099304,5.89804018451847,2.9736621379852295,0.125
43,0.2837194800376892,0.2813522517681122,5.507496046736557,2.992842674255371,0.0
44,0.29541122913360596,0.2909490764141083,5.361830170885219,3.3450770378112793,0.09375
45,0.2882605195045471,0.2848165035247803,5.454348493677482,2.79540753364563,0.125
46,0.2644875943660736,0.2607315182685852,5.838064664045534,2.994328498840332,0.09375
47,0.25832992792129517,0.2555345296859741,5.925504065318245,3.153428792953491,0.09375
48,0.27257612347602844,0.26987573504447937,5.688361617940663,2.9186506271362305,0.0625
49,0.25731056928634644,0.255156934261322,5.931926245862794,2.839108943939209,0.125
50,0.2754705548286438,0.27328482270240784,5.633844868570041,3.1225593090057373,0.125
51,0.24964745342731476,0.24686652421951294,6.0753779760317626,3.0028581619262695,0.125
52,0.2703411281108856,0.2683849632740021,5.712418199116181,3.0635852813720703,0.09375
53,0.26831889152526855,0.2662564814090729,5.74699811512137,2.641702651977539,0.15625
54,0.2552211880683899,0.25197792053222656,5.986375124371897,2.9495017528533936,0.125
55,0.26507043838500977,0.2625063359737396,5.808602098000264,3.221205711364746,0.25
56,0.28394123911857605,0.28060686588287354,5.519017068694351,2.681946277618408,0.15625
57,0.26357346773147583,0.2610718011856079,5.832400345380302,2.579284429550171,0.15625
58,0.26552942395210266,0.2632220387458801,5.796777514371661,2.834934711456299,0.125
59,0.24811749160289764,0.24733948707580566,6.067065441718247,2.8193862438201904,0.15625
60,0.2718273997306824,0.26798099279403687,5.718960082749519,2.7479920387268066,0.3125
61,0.23688417673110962,0.2334921658039093,6.317276864263914,3.3148603439331055,0.21875
62,0.25666260719299316,0.25334998965263367,5.962791091108439,3.032456398010254,0.125
63,0.24425341188907623,0.2425926774740219,6.151223122106687,2.9025635719299316,0.15625
64,0.23194554448127747,0.22664901614189148,6.446461618251254,2.847744941711426,0.21875
65,0.26795268058776855,0.2636236846446991,5.790155741674845,2.7746353149414062,0.125
66,0.2818105220794678,0.278502881526947,5.551703070440097,3.1779446601867676,0.125
67,0.2468087375164032,0.24349676072597504,6.135068118957197,3.3305134773254395,0.09375
68,0.246074378490448,0.24449355900287628,6.1173257754794665,3.188289165496826,0.09375
69,0.263898104429245,0.26210182905197144,5.815299483612718,2.5492289066314697,0.1875
70,0.25393903255462646,0.25162529945373535,5.992456952586692,2.6888623237609863,0.21875
71,0.2564949095249176,0.2540844976902008,5.950218314981686,3.534447193145752,0.125
72,0.24561858177185059,0.24278569221496582,6.1477691057528006,3.4047980308532715,0.15625
73,0.2515842318534851,0.24840347468852997,6.048423335055196,3.1389682292938232,0.15625
74,0.2822994589805603,0.28031057119369507,5.523605236292298,2.9645228385925293,0.125
75,0.2607841193675995,0.25833091139793396,5.87823623844746,3.0177230834960938,0.125
76,0.2615535855293274,0.260179728269577,5.847265442218863,3.8406543731689453,0.0625
77,0.25194498896598816,0.25142425298690796,5.995928315412655,3.7883872985839844,0.09375
78,0.24988709390163422,0.24769985675811768,6.060742445614261,2.956484079360962,0.09375
79,0.25955507159233093,0.2578863501548767,5.885716443269641,2.485812187194824,0.28125
80,0.2785869836807251,0.27630943059921265,5.586042921109779,3.221475601196289,0.15625
81,0.25171545147895813,0.2491019070148468,6.036229476828646,3.3770649433135986,0.125
82,0.24049262702465057,0.23972643911838531,6.202840655491148,3.2457966804504395,0.21875
83,0.2352060228586197,0.23284071683883667,6.329410723373719,4.0114665031433105,0.0625
84,0.2640002965927124,0.2558041214942932,5.920924624851641,3.0241570472717285,0.1875
85,0.2389608919620514,0.23446008563041687,6.299310807352133,2.7605371475219727,0.25
86,0.2510819137096405,0.25013747811317444,6.018212330262925,3.166851282119751,0.15625
87,0.24144139885902405,0.24051277339458466,6.18861853728936,3.3070154190063477,0.15625
88,0.22425618767738342,0.22210738062858582,6.534370096054656,2.2638914585113525,0.40625
89,0.27256762981414795,0.2699814736843109,5.686660364066581,3.457622766494751,0.125
90,0.2408551126718521,0.2400721162557602,6.196582791744975,3.369464159011841,0.125
91,0.26022082567214966,0.2592165172100067,5.863373287867219,2.869982957839966,0.15625
92,0.23353570699691772,0.2304472029209137,6.3742855880604665,3.1809587478637695,0.21875
93,0.27866029739379883,0.27321672439575195,5.6349271973984845,3.436474561691284,0.125
94,0.25696948170661926,0.255944162607193,5.918547710810906,3.1527299880981445,0.21875
95,0.2706102430820465,0.26917800307273865,5.699604330604454,2.6873505115509033,0.21875
96,0.2623743712902069,0.25951915979385376,5.858305735165786,3.327671527862549,0.125
97,0.25237205624580383,0.24974144995212555,6.025093711787513,2.868774175643921,0.1875
98,0.23527516424655914,0.23409432172775269,6.306091205716888,3.7411837577819824,0.15625
99,0.24945321679115295,0.2452145218849182,6.104538139752542,2.5899693965911865,0.125
100,0.25277337431907654,0.2516520321369171,5.991995582440474,2.8894340991973877,0.21875
101,0.2530989646911621,0.2514822483062744,5.9949266561688805,3.2218575477600098,0.15625
102,0.2308843731880188,0.2293132245540619,6.395708986706663,2.611298084259033,0.3125
103,0.26144617795944214,0.25896841287612915,5.8675320483836675,2.252830743789673,0.3125
104,0.26731929183006287,0.2659274935722351,5.75236759737071,3.4383535385131836,0.125
105,0.23764796555042267,0.23187203705310822,6.3475162258139335,2.923219680786133,0.15625
106,0.2609749138355255,0.26024580001831055,5.846162706304533,3.3237862586975098,0.25
107,0.23147493600845337,0.23039422929286957,6.37528402929596,3.43171763420105,0.1875
108,0.24500279128551483,0.24223577976226807,6.157617084032915,3.0324716567993164,0.21875
109,0.24909164011478424,0.24842046201229095,6.048126348520143,3.2592248916625977,0.15625
110,0.24252276122570038,0.23938138782978058,6.209096194979117,2.834092140197754,0.25
111,0.23830078542232513,0.23661541938781738,6.259569573545665,3.2887940406799316,0.1875
112,0.2484302967786789,0.24616879224777222,6.087670050751084,3.700223445892334,0.09375
113,0.24482594430446625,0.24340897798538208,6.136634071347071,3.350125551223755,0.1875
114,0.2561565339565277,0.2543516159057617,5.9456549893403645,3.3139686584472656,0.09375
115,0.23551103472709656,0.23151354491710663,6.354235950966811,3.800673484802246,0.21875
116,0.25053122639656067,0.24856142699718475,6.045662664507644,2.683554172515869,0.15625
117,0.25704628229141235,0.25601938366889954,5.917271522594197,3.015563488006592,0.15625
118,0.23507075011730194,0.2329697161912918,6.327005293851322,2.9821391105651855,0.21875
119,0.23598423600196838,0.2340463101863861,6.306982012715247,3.232489824295044,0.28125
120,0.24590538442134857,0.2443751096725464,6.119430303539874,3.4459328651428223,0.21875
121,0.24188122153282166,0.24086105823516846,6.18233409884044,2.7443885803222656,0.28125
122,0.23737743496894836,0.2351858764886856,6.2858876230337914,3.5122714042663574,0.21875
123,0.2546665370464325,0.2530015707015991,5.968767825992028,3.078866481781006,0.15625
124,0.25412169098854065,0.2528456151485443,5.971445735058421,3.165543556213379,0.1875
125,0.25765299797058105,0.2547377645969391,5.939066665782384,3.1614809036254883,0.15625
126,0.2529703378677368,0.24632048606872559,6.084994671027592,3.252486228942871,0.1875
127,0.2608250081539154,0.2585126459598541,5.875182071686853,3.4365782737731934,0.15625
128,0.2572445273399353,0.25632035732269287,5.912169001684,3.191887378692627,0.125
129,0.24897456169128418,0.2465599775314331,6.080774182021285,2.5965704917907715,0.21875
130,0.2694384753704071,0.2676819860935211,5.723808540779716,3.144348621368408,0.1875
131,0.2518802583217621,0.24907918274402618,6.036625679158777,3.8269214630126953,0.125
132,0.2589753568172455,0.25724586844444275,5.896515915944472,2.9292216300964355,0.25
133,0.2610313594341278,0.25961682200431824,5.856671706276142,3.1467902660369873,0.15625
134,0.2499532550573349,0.24831104278564453,6.050039662520011,2.787724494934082,0.21875
135,0.23415464162826538,0.23317548632621765,6.3231710877086575,3.363178014755249,0.21875
136,0.2276216298341751,0.22369879484176636,6.503363556216563,3.1268436908721924,0.21875
137,0.23369100689888,0.2320438176393509,6.344299980309137,3.162703514099121,0.1875
138,0.24188481271266937,0.24099192023277283,6.179975178282207,3.041001796722412,0.1875
139,0.25557833909988403,0.25425541400909424,5.947297906205929,2.693251609802246,0.28125
140,0.24939481914043427,0.24755799770355225,6.063230386218762,2.527587413787842,0.1875
141,0.24803639948368073,0.24548865854740143,6.099685672642595,3.495927333831787,0.15625
142,0.2555677592754364,0.2522030770778656,5.9824961899297255,3.0918335914611816,0.28125
143,0.26743388175964355,0.2642686665058136,5.779543267295022,3.278470039367676,0.21875
144,0.23004250228405,0.22686731815338135,6.442280628102437,2.8078129291534424,0.125
145,0.25315427780151367,0.25218188762664795,5.982861088266819,3.166713237762451,0.21875
146,0.2764038145542145,0.27178385853767395,5.657763399367957,2.52559232711792,0.125
147,0.24357114732265472,0.24070735275745392,6.185106433634533,2.7214126586914062,0.25
148,0.265200138092041,0.2640438675880432,5.783239145364051,3.3236825466156006,0.1875
149,0.23128445446491241,0.2290055751800537,6.401539445576684,3.2159571647644043,0.15625
150,0.25154221057891846,0.24958284199237823,6.027852742947511,3.4836018085479736,0.0625
151,0.2683418393135071,0.2632821202278137,5.795786332982612,3.0681381225585938,0.21875
152,0.27745962142944336,0.2758226692676544,5.593700429706667,3.263566493988037,0.125
153,0.24583284556865692,0.24274159967899323,6.148557903640722,3.361938953399658,0.125
154,0.22824306786060333,0.2257654219865799,6.463425734401143,3.0715205669403076,0.25
155,0.24794535338878632,0.24304504692554474,6.143132250927224,3.131178617477417,0.1875
156,0.2396814227104187,0.23883366584777832,6.219044553425249,3.1467199325561523,0.15625
157,0.2467164844274521,0.24486438930034637,6.110743698564214,3.0188403129577637,0.1875
158,0.2520522177219391,0.2511034905910492,6.00147250115056,2.566521167755127,0.1875
159,0.23285357654094696,0.2245998978614807,6.485904455732493,3.7714180946350098,0.1875
160,0.24428826570510864,0.2438054233789444,6.1295663785893435,3.150909662246704,0.25
161,0.25783559679985046,0.2546660304069519,5.940289811875394,3.239595890045166,0.09375
162,0.2806139886379242,0.277621865272522,5.56546332189645,3.3003976345062256,0.125
163,0.2339887022972107,0.23050008714199066,6.373289060865737,3.0855417251586914,0.25
164,0.25412148237228394,0.2522229254245758,5.982154414231692,2.929436206817627,0.15625
165,0.2515038847923279,0.24987861514091492,6.02270909634634,3.1794776916503906,0.3125
166,0.2557600736618042,0.25302374362945557,5.968387229213601,3.181448459625244,0.0625
167,0.22782033681869507,0.2233315259218216,6.510499667293839,2.547891855239868,0.28125
168,0.24125321209430695,0.23978012800216675,6.201868122989527,3.498363494873047,0.15625
169,0.23572292923927307,0.2344108670949936,6.300222586522754,3.37125301361084,0.28125
170,0.27124446630477905,0.26854515075683594,5.7098268547266295,2.5154683589935303,0.25
171,0.24951966106891632,0.24459274113178253,6.11556435824631,3.444035768508911,0.0625
172,0.24676238000392914,0.24463845789432526,6.11475269546601,2.977191209793091,0.28125
173,0.244581401348114,0.24316145479679108,6.1410526696415255,3.2418062686920166,0.15625
174,0.2603030800819397,0.2552807927131653,5.929818602152867,3.4561634063720703,0.1875
175,0.2490231990814209,0.24802984297275543,6.0549606167923775,3.74558162689209,0.15625
176,0.2422178089618683,0.23955495655536652,6.2059483886396425,2.8057966232299805,0.28125
177,0.24733372032642365,0.2444772720336914,6.1176150909313325,3.213637351989746,0.21875
178,0.23973685503005981,0.238053560256958,6.233253189641451,3.4838309288024902,0.09375
179,0.22744739055633545,0.22602812945842743,6.458375090456712,2.7965126037597656,0.25
180,0.2550233006477356,0.2506299316883087,6.009670642643849,2.7986106872558594,0.3125
181,0.2446025162935257,0.24317944049835205,6.140731450882412,3.138645648956299,0.25
182,0.258005291223526,0.2559796869754791,5.917944963462562,2.1488280296325684,0.40625
183,0.24602961540222168,0.24267520010471344,6.149746035938702,2.7051873207092285,0.25
184,0.23260511457920074,0.22846166789531708,6.411866569422578,2.9200973510742188,0.3125
185,0.24742445349693298,0.24659810960292816,6.080102569866931,2.8132729530334473,0.28125
186,0.2333897203207016,0.23050792515277863,6.373141384263863,2.64585280418396,0.34375
187,0.24116219580173492,0.24018342792987823,6.194569611583212,3.0477967262268066,0.25
188,0.23496724665164948,0.23392601311206818,6.309214809575878,2.233778238296509,0.25
189,0.24278202652931213,0.24203750491142273,6.161173327218697,2.791896343231201,0.28125
190,0.24016699194908142,0.23853154480457306,6.224541791871695,2.649740219116211,0.375
191,0.2318722903728485,0.22913946211338043,6.399001107135148,3.165581703186035,0.3125
192,0.24592731893062592,0.2430928647518158,6.142277883569557,2.48604416847229,0.21875
193,0.2573336064815521,0.256032258272171,5.9170531317640265,3.6517374515533447,0.1875
194,0.24093098938465118,0.23953057825565338,6.206390370719394,3.3061304092407227,0.125
195,0.22920136153697968,0.2274247407913208,6.431622916065859,2.713841438293457,0.28125
196,0.24433617293834686,0.24272046983242035,6.148935958955529,3.278398036956787,0.1875
197,0.24361808598041534,0.24154821038246155,6.169961758297109,3.744980573654175,0.09375
198,0.2557809352874756,0.25388625264167786,5.9536081453982215,3.0773675441741943,0.28125
199,0.2629382610321045,0.26145854592323303,5.825971584369386,2.926725387573242,0.28125
200,0.25235122442245483,0.2481221705675125,6.053344282914898,2.8550126552581787,0.3125
201,0.2416914701461792,0.24059955775737762,6.187051752659459,2.867100715637207,0.28125
202,0.23898665606975555,0.2369791865348816,6.252897956354063,4.0644049644470215,0.1875
203,0.25213754177093506,0.24725671112537384,6.0685191180292755,3.0927865505218506,0.1875
204,0.2563212215900421,0.2528526782989502,5.971324418167062,2.982367515563965,0.15625
205,0.24343104660511017,0.24141234159469604,6.172405314654022,2.947653293609619,0.28125
206,0.24471831321716309,0.24219819903373718,6.158290905596802,3.171248197555542,0.28125
207,0.25249189138412476,0.2504934072494507,6.012036998680412,3.077176094055176,0.15625
208,0.2222566455602646,0.22064852714538574,6.562989671733556,2.734708309173584,0.28125
209,0.23234054446220398,0.2315426915884018,6.35368922521179,3.084555149078369,0.25
210,0.23954683542251587,0.23866909742355347,6.2220380925987815,3.0148422718048096,0.125
211,0.22843104600906372,0.2268162965774536,6.4432574493169295,2.298555850982666,0.375
212,0.2338007688522339,0.23255476355552673,6.3347476015293225,2.50382137298584,0.34375
213,0.23970438539981842,0.23852083086967468,6.224736864909537,3.460692882537842,0.28125
214,0.22512342035770416,0.22331181168556213,6.510883050781605,2.98484468460083,0.125
215,0.21088650822639465,0.20845748484134674,6.8098250654902515,3.1944727897644043,0.25
216,0.26084375381469727,0.2590298056602478,5.866502602855011,3.5326006412506104,0.1875
217,0.23688830435276031,0.23447489738464355,6.29903645532624,2.8187432289123535,0.25
218,0.2615676522254944,0.2601206302642822,5.848252023806994,2.8547909259796143,0.21875
219,0.24417954683303833,0.2431388944387436,6.141455623866511,2.951749801635742,0.3125
220,0.24666927754878998,0.2452389895915985,6.104104818764671,2.801346778869629,0.34375
221,0.24640768766403198,0.2442745715379715,6.121217398031562,3.019359588623047,0.1875
222,0.19170792400836945,0.18775035440921783,7.264192345218107,2.891798973083496,0.375
223,0.2462620884180069,0.23994788527488708,6.1988307326852325,2.24943208694458,0.40625
224,0.24178510904312134,0.24067255854606628,6.185734251026963,2.924832582473755,0.28125
225,0.26069846749305725,0.2577708065509796,5.887662695727459,2.81048321723938,0.21875
226,0.2267952710390091,0.2212314009666443,6.5515323044746365,3.520658493041992,0.15625
227,0.25414445996284485,0.2509183883666992,6.004675105723614,2.7260653972625732,0.1875
228,0.22423303127288818,0.22315093874931335,6.514012818335834,3.117521047592163,0.3125
229,0.25375503301620483,0.2516375482082367,5.992245549479315,3.020906448364258,0.28125
230,0.21902784705162048,0.21661868691444397,6.643040810728226,2.459468126296997,0.40625
231,0.2720741331577301,0.26764002442359924,5.724489391608855,2.8870699405670166,0.1875
232,0.23506247997283936,0.22905592620372772,6.400584675452505,2.7811105251312256,0.15625
233,0.22728180885314941,0.22510625422000885,6.476124386489433,2.3474814891815186,0.34375
234,0.23059768974781036,0.22924138605594635,6.39706974343457,2.678947925567627,0.28125
235,0.24556568264961243,0.2432633936405182,6.139232389361329,2.8067474365234375,0.28125
236,0.2241165190935135,0.2220655381679535,6.53518833368449,2.7161154747009277,0.3125
237,0.24005426466464996,0.23800358176231384,6.234165071119607,2.800241708755493,0.125
238,0.2348790466785431,0.23217862844467163,6.341777586530402,2.4872517585754395,0.40625
239,0.225036159157753,0.22227643430233002,6.531065786638896,3.3524911403656006,0.21875
240,0.23488393425941467,0.23279419541358948,6.330278527647443,3.2557966709136963,0.15625
241,0.22868764400482178,0.22686921060085297,6.442244400933491,2.99398136138916,0.21875
242,0.24196089804172516,0.24117667973041534,6.176646880494308,2.789071559906006,0.15625
243,0.2196870595216751,0.21675902605056763,6.6402280904280975,2.440967082977295,0.3125
244,0.22827580571174622,0.2260667383670807,6.457633315346465,3.483261823654175,0.21875
245,0.2483820617198944,0.24597172439098358,6.091148142249127,2.3018674850463867,0.25
246,0.24853909015655518,0.24706324934959412,6.0719185108391205,3.0464165210723877,0.3125
247,0.2520231008529663,0.25004032254219055,6.019899495460574,2.529778480529785,0.3125
248,0.2462436556816101,0.2438572496175766,6.128643287658385,3.1704962253570557,0.1875
249,0.22952806949615479,0.2282027155160904,6.416791919658463,2.697214126586914,0.375
250,0.2242252230644226,0.22235159575939178,6.52959749385672,3.2830729484558105,0.34375
251,0.21811115741729736,0.21626067161560059,6.650224526057322,3.8933968544006348,0.09375
252,0.24033145606517792,0.23592370748519897,6.272284155676855,2.293677568435669,0.46875
253,0.24146872758865356,0.23957201838493347,6.2056390819705225,3.3016252517700195,0.3125
254,0.24815672636032104,0.24524782598018646,6.103948337706169,3.209944248199463,0.1875
255,0.22450388967990875,0.22306440770626068,6.515697204822345,2.94643497467041,0.25
256,0.21893201768398285,0.21795378625392914,6.61635582095227,3.0896003246307373,0.25
257,0.24210594594478607,0.24008937180042267,6.196270647267802,3.244257926940918,0.125
258,0.24446836113929749,0.24261334538459778,6.150853136611944,4.1149396896362305,0.09375
259,0.21682143211364746,0.21513855457305908,6.672817535460178,3.341691017150879,0.28125
260,0.22637248039245605,0.22415395081043243,6.494536021024553,3.459188461303711,0.1875
261,0.2252599596977234,0.223122239112854,6.51457140416991,3.0322279930114746,0.28125
262,0.2390458583831787,0.2347252517938614,6.294401863928424,2.1515698432922363,0.40625
263,0.26027679443359375,0.2587384879589081,5.87138964152007,2.91707181930542,0.1875
264,0.244222491979599,0.241737961769104,6.166551439974945,3.113715171813965,0.1875
265,0.2355518788099289,0.23470088839530945,6.294852664966336,3.0935187339782715,0.28125
266,0.2217995971441269,0.22049441933631897,6.5660239795175634,2.5492048263549805,0.3125
267,0.23123544454574585,0.22974154353141785,6.387604654270847,3.742680549621582,0.0625
268,0.2244105488061905,0.22214806079864502,6.53357473501767,2.9693856239318848,0.21875
269,0.2396692931652069,0.23730845749378204,6.246867835802705,2.400222063064575,0.3125
270,0.24324075877666473,0.24145010113716125,6.17172608348945,2.4132471084594727,0.3125
271,0.2610875368118286,0.2571929693222046,5.897409075452656,2.8952693939208984,0.25
272,0.23043519258499146,0.22779451310634613,6.424567409958792,2.7851805686950684,0.25
273,0.2575055658817291,0.25380241870880127,5.955042434435187,2.935962200164795,0.1875
274,0.2422262281179428,0.240724578499794,6.18479565055753,2.3743629455566406,0.28125
275,0.22418808937072754,0.2205321490764618,6.565280903287638,2.671159267425537,0.3125
276,0.21563149988651276,0.21231815218925476,6.730128741400688,2.8260021209716797,0.34375
277,0.23504415154457092,0.23304951190948486,6.325518023011848,2.9947969913482666,0.3125
278,0.22987283766269684,0.22734029591083527,6.433235790543074,3.309392213821411,0.25
279,0.245615154504776,0.2437407225370407,6.130719057941384,3.401947498321533,0.21875
280,0.24186572432518005,0.23920035362243652,6.212381826428269,2.97515606880188,0.3125
281,0.24961046874523163,0.24653281271457672,6.081252693583731,3.1082911491394043,0.21875
282,0.24334511160850525,0.24214613437652588,6.159224596438477,2.585487127304077,0.40625
283,0.2274855375289917,0.22229059040546417,6.530789206634676,3.251018524169922,0.25
284,0.23126563429832458,0.22812499105930328,6.418271352203612,2.8053431510925293,0.3125
285,0.23862360417842865,0.23735156655311584,6.246078975326083,2.574711322784424,0.375
286,0.2479332536458969,0.24630309641361237,6.085301283683972,2.6419827938079834,0.3125
287,0.2276744842529297,0.22379419207572937,6.501511885055771,2.843409776687622,0.21875
288,0.2266959398984909,0.223378986120224,6.509576845833491,2.6356801986694336,0.3125
289,0.2534032464027405,0.2518215477466583,5.989071111340879,2.8878960609436035,0.28125
290,0.22772216796875,0.22624513506889343,6.45420750621986,2.8603601455688477,0.21875
291,0.24807478487491608,0.24435514211654663,6.119785174119743,2.825775146484375,0.25
292,0.22409634292125702,0.22023609280586243,6.57111506336419,2.959575653076172,0.3125
293,0.2532958686351776,0.25049641728401184,6.011984812335052,2.2834787368774414,0.4375
294,0.2220790684223175,0.2202659398317337,6.570526534926337,2.6657023429870605,0.25
295,0.2779955267906189,0.2735297679901123,5.629954028941977,3.2806482315063477,0.125
296,0.2375665009021759,0.2330428659915924,6.32564187337306,2.666472911834717,0.21875
297,0.23748721182346344,0.2367141842842102,6.2577571768648355,2.9525201320648193,0.375
298,0.23446768522262573,0.23150961101055145,6.35430974744491,2.9655423164367676,0.28125
299,0.23117731511592865,0.22964081168174744,6.389509267570355,2.6036291122436523,0.3125
300,0.2056163251399994,0.20254738628864288,6.934733566657475,3.0924978256225586,0.21875
301,0.23247018456459045,0.2283714860677719,6.413581220394812,2.4505138397216797,0.21875
302,0.2065420001745224,0.20410281419754028,6.901510071308828,2.516045331954956,0.3125
303,0.233703151345253,0.22785472869873047,6.423419540183098,3.429737091064453,0.3125
304,0.22701607644557953,0.2233104258775711,6.51091000191448,2.8377537727355957,0.3125
305,0.23604772984981537,0.2344643771648407,6.2992313152434,2.7924082279205322,0.25
306,0.22358788549900055,0.22222889959812164,6.531994642076205,2.235480785369873,0.3125
307,0.2221451848745346,0.2199302613735199,6.577150096418003,3.155186414718628,0.1875
308,0.23904624581336975,0.23584474623203278,6.2737379382087,3.4232473373413086,0.15625
309,0.23005777597427368,0.22796648740768433,6.4212899248926805,2.8407840728759766,0.25
310,0.25101351737976074,0.2492881715297699,6.032983278388739,3.656074285507202,0.15625
311,0.21875521540641785,0.21444988250732422,6.686741873658487,3.1558971405029297,0.28125
312,0.24068927764892578,0.234298437833786,6.3023060701732785,2.4235405921936035,0.34375
313,0.2351681888103485,0.23458679020404816,6.296964470500383,2.530031681060791,0.1875
314,0.25806310772895813,0.2564184367656708,5.910507517829684,2.7175211906433105,0.34375
315,0.2380807250738144,0.22967687249183655,6.388827342558257,2.7459311485290527,0.3125
316,0.22912465035915375,0.22532908618450165,6.471827445650884,3.212916612625122,0.25
317,0.22920896112918854,0.22716687619686127,6.436549939718667,2.3103444576263428,0.4375
318,0.23573754727840424,0.2311202436685562,6.361620132897958,2.4863855838775635,0.28125
319,0.2183568924665451,0.2173273265361786,6.628856624612527,2.908353805541992,0.25
320,0.2569510042667389,0.24879495799541473,6.041584251747762,2.4476571083068848,0.34375
321,0.21065400540828705,0.20430338382720947,6.897244401942064,2.0443344116210938,0.4375
322,0.2410435974597931,0.23886382579803467,6.21849616034313,2.942411422729492,0.21875
323,0.21739426255226135,0.2147308588027954,6.681055389603772,2.373711109161377,0.375
324,0.25066399574279785,0.24781543016433716,6.058716558832935,2.6200385093688965,0.3125
325,0.22474569082260132,0.22023987770080566,6.571040427783657,2.348200798034668,0.375
326,0.2499394714832306,0.24482479691505432,6.111445970739267,2.7973999977111816,0.21875
327,0.2324901521205902,0.23130398988723755,6.358168757850844,2.87311053276062,0.21875
328,0.23042181134223938,0.22895242273807526,6.402547564769252,2.948715925216675,0.375
329,0.23460087180137634,0.23259377479553223,6.334019130303061,3.7170753479003906,0.125
330,0.2421119064092636,0.2404761165380478,6.189280501458675,2.911591053009033,0.15625
331,0.22464191913604736,0.22109965980052948,6.554119256567744,2.7169628143310547,0.25
332,0.25197574496269226,0.24926473200321198,6.033391646567038,2.8814170360565186,0.28125
333,0.2171436846256256,0.21327826380729675,6.710534032920858,2.8268704414367676,0.34375
334,0.2410835325717926,0.23927582800388336,6.211011722380544,3.1596925258636475,0.1875
335,0.2368563413619995,0.23457132279872894,6.297250830624859,2.253964900970459,0.40625
