epoch,d_loss,g_loss,psnr
665,-951.8447265625,2065.6123046875,7.701826176951246
666,-1094.65966796875,2080.37646484375,7.300486319043444
667,-1178.088623046875,1945.4395751953125,7.199386136573582
668,-1398.8587646484375,1967.576171875,7.107473998314613
669,-977.396728515625,2057.6181640625,6.808173182793407
670,-1262.7279052734375,2389.7041015625,6.335612576304104
671,-1516.3153076171875,2538.572265625,6.4420452995253195
672,-1516.3153076171875,2538.572265625,7.357968399208552
673,31.66650390625,1809.85400390625,7.624358404055
674,-212.121337890625,1701.0982666015625,7.128322922543827
675,3736.8203125,502.73785400390625,6.905313725296322
676,-784.44189453125,1675.4776611328125,7.322574010079245
677,-1259.737548828125,1782.4140625,6.476217532987155
678,-1137.396240234375,2160.341796875,6.135492047950307
679,-1203.02880859375,2014.629638671875,6.900595103091089
680,-1203.02880859375,2014.629638671875,7.472961880691111
681,-898.285888671875,2917.46826171875,7.114393210728206
682,-1405.09521484375,1742.3177490234375,7.094050031798488
683,-1389.404052734375,1759.388671875,6.879747405661124
684,-1280.98388671875,3231.57763671875,6.998295826062471
685,-1127.968505859375,2688.232666015625,6.617267759174366
686,-1137.5501708984375,2678.5732421875,6.3089650045539045
687,-369.5394287109375,2234.0966796875,7.624795455915057
688,-369.5394287109375,2234.0966796875,6.801430945201784
689,-1034.980712890625,2055.744140625,6.566439007121112
690,-1032.764404296875,1492.857177734375,7.19139772016003
691,-1481.3248291015625,2086.2880859375,6.668503116261613
692,-908.9473876953125,2378.738525390625,6.362366971563739
693,-1656.235107421875,3068.158935546875,7.152429001913777
694,-1053.27587890625,2821.16357421875,6.6678729985895435
695,-1556.7950439453125,1271.8043212890625,5.637798451620038
696,-1556.7950439453125,1271.8043212890625,6.707872861251628
697,-1471.2474365234375,2362.314453125,6.753974098653545
698,-1202.91064453125,2068.857421875,6.708840922855353
699,-939.8692626953125,2089.918701171875,6.056762092581374
700,-1842.3028564453125,2303.462890625,6.26763444231397
701,-573.6904296875,2626.37451171875,5.967833274960331
702,-1288.070556640625,2877.559814453125,6.576994439895807
703,-1336.542236328125,3223.8818359375,6.037955624428326
704,-1336.542236328125,3223.8818359375,7.076831584529804
705,11.038330078125,2224.0341796875,6.675431722712975
706,-1860.769287109375,2630.05712890625,7.009561357059937
707,-1172.720458984375,2723.037353515625,6.686421705611519
708,-1172.8209228515625,1751.900146484375,6.889523618121243
709,-1813.293212890625,2584.867919921875,6.141850097439331
710,-1077.99365234375,2761.30419921875,6.525227283802519
711,-636.583251953125,2629.650634765625,6.79011613605065
712,-636.583251953125,2629.650634765625,6.367062927344956
713,-1922.201171875,2740.543212890625,7.022620012786342
714,-1691.0877685546875,4253.1103515625,7.2519866026206685
715,-1961.97021484375,1344.64599609375,6.611638537480652
716,-1644.7138671875,3182.710205078125,6.520472845090284
717,-1015.378173828125,3131.97900390625,6.306822195899684
718,-1491.925048828125,2205.0244140625,6.844906521066055
719,-1197.0947265625,2935.552490234375,6.038264911959672
720,-1197.0947265625,2935.552490234375,6.461648888185582
721,-1613.412353515625,3927.62451171875,6.594281648443435
722,-1801.8876953125,1040.62109375,6.3258165472624
723,-1468.1324462890625,2065.4853515625,6.746110514728164
724,-1320.020263671875,2659.174560546875,5.978521246637439
725,-884.8614501953125,1534.38134765625,6.788608277981019
726,-1243.962646484375,2351.1279296875,6.028527992710274
727,-871.0771484375,2631.26416015625,6.307120267300066
728,-871.0771484375,2631.26416015625,6.590356175621207
