epoch,d_real_auth_acc,d_real_class_acc,d_fake_auth_acc,d_fake_class_acc,g_auth_acc,g_class_acc,cnn_accuracy
324,0.984375,0.921875,1.0,0.5,0.984375,0.515625,0.25
325,1.0,0.90625,1.0,0.640625,0.984375,0.453125,0.234375
326,1.0,0.921875,1.0,0.609375,1.0,0.5625,0.34375
327,1.0,0.921875,1.0,0.59375,1.0,0.5625,0.234375
328,1.0,0.90625,1.0,0.53125,0.984375,0.546875,0.25
329,1.0,0.890625,1.0,0.5625,1.0,0.46875,0.234375
330,1.0,0.9375,1.0,0.59375,0.953125,0.515625,0.328125
331,1.0,0.859375,1.0,0.625,1.0,0.5625,0.375
332,1.0,0.921875,1.0,0.6875,1.0,0.671875,0.203125
333,1.0,0.984375,1.0,0.453125,1.0,0.53125,0.3125
334,1.0,0.921875,1.0,0.546875,1.0,0.6875,0.296875
335,1.0,0.953125,1.0,0.5,1.0,0.640625,0.21875
336,1.0,0.953125,1.0,0.484375,0.96875,0.53125,0.328125
337,1.0,0.90625,1.0,0.578125,0.59375,0.609375,0.3125
338,1.0,0.90625,1.0,0.578125,0.28125,0.578125,0.328125
339,0.96875,0.875,1.0,0.5625,0.984375,0.515625,0.296875
340,1.0,0.9375,1.0,0.625,0.46875,0.59375,0.25
341,1.0,0.90625,1.0,0.5625,0.3125,0.53125,0.34375
342,0.984375,0.890625,1.0,0.515625,1.0,0.375,0.28125
343,1.0,0.84375,1.0,0.515625,1.0,0.40625,0.25
344,0.984375,0.90625,1.0,0.5,1.0,0.46875,0.1875
345,1.0,0.921875,1.0,0.53125,1.0,0.5,0.328125
346,1.0,0.921875,1.0,0.59375,1.0,0.484375,0.3125
347,1.0,0.875,1.0,0.5625,1.0,0.65625,0.265625
348,1.0,0.9375,1.0,0.59375,1.0,0.546875,0.421875
349,1.0,0.953125,1.0,0.578125,1.0,0.609375,0.1875
350,1.0,0.953125,1.0,0.59375,1.0,0.53125,0.390625
351,1.0,0.859375,1.0,0.5625,1.0,0.546875,0.296875
352,1.0,0.859375,1.0,0.578125,1.0,0.546875,0.28125
