Epoch,GeneratorLoss,MSE,PSNR
0,0.8809624314308167,0.6047666668891907,2.1841215399003695
1,0.8487226366996765,0.6137723326683044,2.1199269237910787
2,0.7797144651412964,0.626671314239502,2.0296018459254848
3,0.7398940324783325,0.6141573190689087,2.117203681875192
4,0.7121555805206299,0.6317663192749023,1.9944353092051244
5,0.6598085761070251,0.6031439900398254,2.195789952981667
6,0.6204679012298584,0.5782971382141113,2.378489568592881
7,0.6217284798622131,0.5872076153755188,2.312083207791123
8,0.5751814842224121,0.5483893752098083,2.6091096805548473
9,0.5493407249450684,0.5489622354507446,2.604575307766328
10,0.513832151889801,0.5153087973594666,2.879324431937702
11,0.5175816416740417,0.5392147898674011,2.6823820425146305
12,0.5009683966636658,0.5461724996566772,2.6267017081662205
13,0.4898873567581177,0.5531861186027527,2.5712872641136153
14,0.4682154059410095,0.5273846387863159,2.778725241206945
15,0.4574196934700012,0.5372802019119263,2.6979916233251027
16,0.45840999484062195,0.5384258031845093,2.6887413542575005
17,0.406240314245224,0.5194274187088013,2.844751292549584
18,0.42537742853164673,0.5375730395317078,2.6956252022992784
19,0.4161422848701477,0.5260990858078003,2.7893245286730144
20,0.3896527886390686,0.507717490196228,2.94377875467025
21,0.3784818947315216,0.5030413866043091,2.983962828675883
22,0.3614480793476105,0.5037657022476196,2.9777140379234455
23,0.36501240730285645,0.5228714346885681,2.8160508373162916
24,0.3662390410900116,0.4996970295906067,3.012932321788716
25,0.3744889795780182,0.5388672947883606,2.6851817402870024
26,0.36710622906684875,0.5302156805992126,2.755474325874396
27,0.33710962533950806,0.4938274621963501,3.0642476221959307
28,0.35970526933670044,0.5351482033729553,2.7152592827070574
29,0.33650660514831543,0.5198116302490234,2.8415400783525877
30,0.33009618520736694,0.5042319893836975,2.9736960536302885
31,0.31644487380981445,0.4976285398006439,3.0309472011285647
32,0.32452139258384705,0.4994088411331177,3.0154377351582946
33,0.3161892294883728,0.49929872155189514,3.0163954594903237
34,0.31838083267211914,0.4851638376712799,3.141115773130936
35,0.30674901604652405,0.5022658705711365,2.990663315482078
36,0.3152833580970764,0.494629830121994,3.057196957654169
37,0.29872947931289673,0.4878605902194977,3.1170426313693778
38,0.30349308252334595,0.49630433320999146,3.0425193298125244
39,0.2853326201438904,0.4913550317287445,3.0860459218987693
40,0.27628636360168457,0.46990716457366943,3.2798793333182727
41,0.2933522164821625,0.4957430362701416,3.047433776384281
42,0.2928888499736786,0.5096230506896973,2.9275093671482155
43,0.29364001750946045,0.5065303444862366,2.953945324395679
44,0.2736457586288452,0.499239981174469,3.016906418589673
45,0.29023027420043945,0.47908538579940796,3.1958707682183203
46,0.24708323180675507,0.476392537355423,3.220350503184477
47,0.2525387704372406,0.4760599434375763,3.2233835932759893
48,0.25652143359184265,0.4886583983898163,3.1099463277210484
49,0.25685447454452515,0.4335848093032837,3.6292594176331865
50,0.24408118426799774,0.455616295337677,3.4140075156247933
51,0.25623178482055664,0.47172436118125916,3.263116949788051
52,0.2563932240009308,0.45137953758239746,3.454581327116886
53,0.2596718966960907,0.49190619587898254,3.0811770718430327
54,0.2393305003643036,0.45851388573646545,3.3864750752414836
55,0.23807959258556366,0.4593084156513214,3.3789559717417927
56,0.24537697434425354,0.4390740394592285,3.574622400828233
57,0.24184481799602509,0.4475339353084564,3.4917402770355155
58,0.24414540827274323,0.495534747838974,3.049258865558713
59,0.24463576078414917,0.4348413944244385,3.616691202563585
60,0.2376602292060852,0.46133241057395935,3.359860332760297
61,0.23094983398914337,0.4478333592414856,3.4888355882557622
62,0.23390796780586243,0.44872212409973145,3.480225171895519
63,0.22917601466178894,0.481433629989624,3.174635758624233
64,0.22063210606575012,0.4459395110607147,3.5072404665590673
65,0.24282774329185486,0.4853854179382324,3.1391327498407344
66,0.22303003072738647,0.4445315897464752,3.520973713302089
67,0.23770791292190552,0.43866539001464844,3.5786662937120965
68,0.21988257765769958,0.4413040280342102,3.5526210848064177
69,0.20472273230552673,0.4112650454044342,3.85878200855702
70,0.2237803041934967,0.4455011188983917,3.511512008733755
71,0.21799512207508087,0.4638842046260834,3.335904150658922
72,0.21776950359344482,0.44150444865226746,3.5506491606059614
73,0.20701314508914948,0.41856205463409424,3.7824014582530467
74,0.21644876897335052,0.4312576353549957,3.6526320272867006
75,0.20050552487373352,0.391548752784729,4.072141550691976
76,0.23230311274528503,0.4368390440940857,3.5967855190403113
77,0.21039332449436188,0.4377390444278717,3.5878471447138303
78,0.2104348987340927,0.42669448256492615,3.698829728123517
79,0.20009873807430267,0.4120444059371948,3.850559776215588
80,0.23974958062171936,0.4916253089904785,3.0836576762452057
81,0.20774124562740326,0.44565072655677795,3.510053810977012
82,0.1896478235721588,0.37961524724960327,4.206563524529039
83,0.22284118831157684,0.4521557688713074,3.447119238010175
84,0.21579578518867493,0.44237807393074036,3.542064065832615
85,0.18893179297447205,0.4369947910308838,3.595237397802106
86,0.20542852580547333,0.4360428750514984,3.604708054956399
87,0.20142942667007446,0.45583653450012207,3.4119086981834674
88,0.18967382609844208,0.43693944811820984,3.595787441971156
89,0.20005463063716888,0.419362872838974,3.7741002125954966
90,0.18083764612674713,0.43526268005371094,3.6124856817813713
91,0.1941746473312378,0.3864825963973999,4.128700579131844
92,0.17495734989643097,0.358992338180542,4.449148202835756
93,0.1775360256433487,0.39233243465423584,4.063457866727105
94,0.18975576758384705,0.3939899802207947,4.045148228194804
95,0.1801559329032898,0.37872302532196045,4.216782901622844
96,0.2043696492910385,0.40389758348464966,3.937287452019395
97,0.20003540813922882,0.4230460822582245,3.7361232250580456
98,0.18605968356132507,0.3714326024055481,4.301199788315513
99,0.19557254016399384,0.395738810300827,4.025913561707446
100,0.18702127039432526,0.421609491109848,3.750896210160078
101,0.17804425954818726,0.3847641944885254,4.148053494709386
102,0.17628313601016998,0.40016284584999084,3.977632370176298
103,0.16824468970298767,0.37711164355278015,4.235300582794593
104,0.18328900635242462,0.38498029112815857,4.145615034093694
105,0.17654068768024445,0.4056706726551056,3.918263878205339
106,0.17148829996585846,0.3848452568054199,4.1471386172481335
107,0.20266267657279968,0.42233261466026306,3.743453788638792
108,0.157896026968956,0.335732102394104,4.7400712992851854
109,0.18685442209243774,0.4436693489551544,3.529405736261268
110,0.16027815639972687,0.38280367851257324,4.170238975669904
111,0.16331444680690765,0.33135655522346497,4.79704433344445
112,0.17037150263786316,0.35556504130363464,4.4908094487633745
113,0.17017702758312225,0.37258201837539673,4.287781089373212
114,0.1520967036485672,0.38548544049263,4.1399202029296776
115,0.15132607519626617,0.3652927279472351,4.373589734049016
116,0.16605447232723236,0.3960126042366028,4.022909911873862
117,0.15393243730068207,0.3594348430633545,4.443798253442402
118,0.16936497390270233,0.3944200277328491,4.0404104070590945
119,0.14886218309402466,0.3408585786819458,4.674257712640374
120,0.17557893693447113,0.3523310124874115,4.530491281517731
121,0.15655165910720825,0.3376406729221344,4.715452428470939
122,0.15397119522094727,0.3354071378707886,4.744276993181544
123,0.15876704454421997,0.3752802908420563,4.256442434827399
124,0.15843649208545685,0.34244194626808167,4.654130433027062
125,0.16583366692066193,0.3699827790260315,4.31818489846574
126,0.17666888236999512,0.3410019278526306,4.672431657189606
127,0.16057436168193817,0.33153215050697327,4.794743492781444
128,0.17552024126052856,0.35766997933387756,4.465175103871847
129,0.15680000185966492,0.35011744499206543,4.557862494890667
130,0.15532606840133667,0.3283296227455139,4.836899323344992
131,0.1495724320411682,0.3602955937385559,4.433410490812403
132,0.1498662829399109,0.3281252682209015,4.839603242425474
133,0.14141404628753662,0.3167480230331421,4.99286087063232
134,0.1526888757944107,0.34365785121917725,4.638737297347988
135,0.17254097759723663,0.33386027812957764,4.76435249155676
136,0.16504205763339996,0.33729371428489685,4.719917521307521
137,0.16026322543621063,0.35519295930862427,4.495356514624639
138,0.14043401181697845,0.294369637966156,5.311069862630595
139,0.16621461510658264,0.3506964147090912,4.550686740387055
140,0.16933122277259827,0.35045334696769714,4.553697879770245
141,0.15923461318016052,0.3570391535758972,4.472841557377514
142,0.15258711576461792,0.351105660200119,4.545621691849943
143,0.17034204304218292,0.3498104512691498,4.561672192692482
144,0.15821774303913116,0.30136170983314514,5.209119287452144
145,0.14809365570545197,0.2996686100959778,5.233587464640013
146,0.1468583643436432,0.3009411096572876,5.215184819913345
147,0.1448759138584137,0.2956605553627014,5.2920661166252225
148,0.15007059276103973,0.3253247141838074,4.876829430939466
149,0.15817660093307495,0.34314030408859253,4.645282682007115
150,0.16904492676258087,0.35051265358924866,4.55296299281364
151,0.16133439540863037,0.33077237010002136,4.804707748578547
152,0.15939100086688995,0.29934167861938477,5.2383281027565145
153,0.1400580108165741,0.3067651093006134,5.131940374867585
154,0.14086945354938507,0.3048011362552643,5.1598341834138886
155,0.1457592248916626,0.3031189739704132,5.183868777770787
156,0.1392482966184616,0.28472304344177246,5.455773827489999
157,0.16798974573612213,0.27686265110969543,5.577356268148657
158,0.14323103427886963,0.2925911545753479,5.337388073193309
159,0.16187989711761475,0.29480624198913574,5.304633253152291
160,0.14219027757644653,0.2725560963153839,5.645440995782352
161,0.15031354129314423,0.27094507217407227,5.671187433305713
162,0.1575215756893158,0.28178244829177856,5.500860617852953
163,0.1345984786748886,0.2550799250602722,5.933237192757933
164,0.14269675314426422,0.2560562491416931,5.916646205925767
165,0.13157543540000916,0.23984704911708832,6.20065620371104
166,0.142177551984787,0.2606467604637146,5.839476684790522
167,0.14269232749938965,0.2726733088493347,5.643573717275113
168,0.13980059325695038,0.26538750529289246,5.761195280054475
169,0.14120209217071533,0.27903124690055847,5.54347160179332
170,0.14971406757831573,0.27030229568481445,5.681502658106593
171,0.1443883180618286,0.25046029686927795,6.012611089871093
172,0.1442289501428604,0.2552085518836975,5.931047767625075
173,0.1577204316854477,0.26537269353866577,5.7614376743841085
174,0.16044683754444122,0.2809417247772217,5.513837556549261
175,0.13699573278427124,0.24382032454013824,6.129300949944114
176,0.14998462796211243,0.27249109745025635,5.646476819795817
177,0.13470244407653809,0.2468329221010208,6.075969154116838
178,0.1493387222290039,0.26843366026878357,5.711630266833306
179,0.13977231085300446,0.24698320031166077,6.073325862548021
180,0.14118541777133942,0.24451972544193268,6.116861005279328
181,0.13203032314777374,0.2407979816198349,6.183471576760145
182,0.1387084275484085,0.24586208164691925,6.093084456464705
183,0.12749995291233063,0.22414952516555786,6.494621767990658
184,0.1519286334514618,0.26205435395240784,5.816086202323408
185,0.13156774640083313,0.2244768738746643,6.488283943753935
186,0.14260932803153992,0.22793687880039215,6.421854029294404
187,0.14123517274856567,0.2281941920518875,6.4169541334425215
188,0.14475961029529572,0.23672738671302795,6.257514961464415
189,0.1537656933069229,0.23803672194480896,6.233560391293212
190,0.13814981281757355,0.21815688908100128,6.61231068065087
191,0.12850067019462585,0.21048249304294586,6.767840209258576
192,0.14317721128463745,0.23096972703933716,6.364449389015171
193,0.14039810001850128,0.21408937871456146,6.694048781519783
194,0.14524944126605988,0.22224242985248566,6.53173023290416
195,0.1330765336751938,0.20544162392616272,6.873115606897839
196,0.12943193316459656,0.20635348558425903,6.853881909143818
197,0.1408860981464386,0.18693281710147858,7.283144491028334
198,0.1324545443058014,0.1983301192522049,7.026113269861155
199,0.13094235956668854,0.20121996104717255,6.963289394081372
200,0.15440700948238373,0.23094011843204498,6.365006158043045
201,0.13234075903892517,0.19327092170715332,7.138334821953643
202,0.13131152093410492,0.1983220875263214,7.026289148586759
203,0.1398092359304428,0.21318218111991882,6.712490987294332
204,0.14435109496116638,0.21505096554756165,6.674586031864452
205,0.139847069978714,0.20192399621009827,6.948120673744481
206,0.13445840775966644,0.18090596795082092,7.425471058579431
207,0.13744506239891052,0.1955878585577011,7.086581082654588
208,0.13537675142288208,0.20280753076076508,6.92915922577746
209,0.14133204519748688,0.20045921206474304,6.97973981035028
210,0.13584217429161072,0.18179652094841003,7.404144321556635
211,0.13505804538726807,0.18558865785598755,7.314485689634614
212,0.14962834119796753,0.19138063490390778,7.181020089826663
213,0.14347541332244873,0.18980643153190613,7.216890757259364
214,0.12306460738182068,0.1700746715068817,7.693603591907752
215,0.13654975593090057,0.17107011377811432,7.668258557712707
216,0.1319979876279831,0.1870802640914917,7.279720256921384
217,0.13944117724895477,0.18669770658016205,7.288610169502142
218,0.14098995923995972,0.17741821706295013,7.510017894438236
219,0.13324612379074097,0.17693349719047546,7.521899383293386
220,0.1276300847530365,0.1829458475112915,7.376774436433418
