epoch,d_real_auth_acc,d_real_class_acc,d_fake_auth_acc,d_fake_class_acc,g_auth_acc,g_class_acc,cnn_accuracy
314,0.984375,0.796875,1.0,0.203125,0.015625,0.171875,0.140625
315,1.0,0.828125,1.0,0.140625,0.015625,0.203125,0.125
316,1.0,0.796875,1.0,0.3125,0.046875,0.21875,0.171875
317,0.984375,0.828125,1.0,0.15625,0.109375,0.109375,0.046875
318,0.984375,0.75,1.0,0.21875,0.109375,0.171875,0.171875
319,1.0,0.796875,1.0,0.140625,0.03125,0.1875,0.15625
320,0.984375,0.796875,1.0,0.15625,0.09375,0.125,0.25
321,1.0,0.828125,1.0,0.203125,0.046875,0.046875,0.140625
322,0.96875,0.78125,1.0,0.171875,0.046875,0.125,0.09375
323,1.0,0.8125,1.0,0.15625,0.046875,0.234375,0.140625
324,1.0,0.78125,1.0,0.171875,0.015625,0.078125,0.125
325,0.984375,0.84375,1.0,0.265625,0.015625,0.140625,0.109375
326,1.0,0.921875,1.0,0.25,0.046875,0.15625,0.109375
327,0.984375,0.859375,1.0,0.21875,0.0625,0.09375,0.171875
328,1.0,0.828125,1.0,0.234375,0.015625,0.203125,0.125
329,0.984375,0.875,1.0,0.171875,0.03125,0.171875,0.21875
330,0.96875,0.8125,0.984375,0.28125,0.046875,0.09375,0.171875
331,0.984375,0.71875,1.0,0.1875,0.03125,0.234375,0.140625
332,1.0,0.8125,1.0,0.171875,0.03125,0.140625,0.21875
333,1.0,0.8125,1.0,0.171875,0.0625,0.203125,0.21875
334,0.96875,0.765625,1.0,0.203125,0.03125,0.125,0.140625
335,1.0,0.8125,0.984375,0.140625,0.046875,0.109375,0.140625
336,0.96875,0.75,1.0,0.140625,0.03125,0.1875,0.15625
337,1.0,0.8125,1.0,0.21875,0.046875,0.21875,0.15625
338,1.0,0.859375,0.984375,0.203125,0.015625,0.171875,0.125
339,1.0,0.875,1.0,0.171875,0.046875,0.203125,0.125
340,1.0,0.796875,1.0,0.203125,0.03125,0.171875,0.140625
341,1.0,0.78125,1.0,0.1875,0.0,0.234375,0.203125
342,1.0,0.828125,1.0,0.15625,0.0,0.15625,0.0625
343,1.0,0.6875,1.0,0.15625,0.0,0.1875,0.21875
344,0.9375,0.78125,1.0,0.1875,0.109375,0.171875,0.15625
345,1.0,0.84375,1.0,0.09375,0.03125,0.1875,0.171875
346,0.984375,0.859375,1.0,0.109375,0.0625,0.171875,0.125
347,1.0,0.859375,1.0,0.171875,0.0,0.203125,0.0625
348,0.96875,0.859375,1.0,0.234375,0.046875,0.109375,0.125
349,1.0,0.765625,1.0,0.21875,0.0,0.15625,0.1875
350,1.0,0.71875,1.0,0.171875,0.0,0.109375,0.15625
351,1.0,0.828125,1.0,0.109375,0.0,0.140625,0.25
352,1.0,0.765625,1.0,0.296875,0.0,0.234375,0.203125
