Epoch,GeneratorLoss,MSE,PSNR
0,0.30980515480041504,0.2943551242351532,5.311283994384254
1,0.27460652589797974,0.24985402822494507,6.023136443332096
2,0.23299536108970642,0.21643859148025513,6.646653009931209
3,0.1702851504087448,0.1707315891981125,7.676861171677149
4,0.17312610149383545,0.167782723903656,7.75252759237797
5,0.2188718020915985,0.20019662380218506,6.98543250914865
6,0.21118810772895813,0.19415025413036346,7.118620366536415
7,0.2129392921924591,0.21124805510044098,6.752072807831675
8,0.18617625534534454,0.183851957321167,7.355317421929584
9,0.1635580062866211,0.16087613999843597,7.935083625846762
10,0.16820402443408966,0.1686214953660965,7.730870636149682
11,0.16630633175373077,0.166218101978302,7.793216811464357
12,0.14977505803108215,0.15132999420166016,8.200749845660322
13,0.17189118266105652,0.17387348413467407,7.597666432533325
14,0.15211765468120575,0.15462897717952728,8.107091168217803
15,0.17730796337127686,0.17610697448253632,7.542234440367008
16,0.1509740650653839,0.1551150679588318,8.093460125440776
17,0.13516858220100403,0.13410961627960205,8.725400801093695
18,0.16675612330436707,0.1695011705160141,7.708272983641989
19,0.14707159996032715,0.1486317664384842,8.278883607331878
20,0.1716180294752121,0.17219765484333038,7.639727674905881
21,0.1708870381116867,0.17203247547149658,7.643895613090258
22,0.13354185223579407,0.13902319967746735,8.569127202410213
23,0.14105910062789917,0.14959470927715302,8.250837659125283
24,0.16100835800170898,0.1654120534658432,7.814328468815836
25,0.14867359399795532,0.1591055989265442,7.983145372602789
26,0.12831564247608185,0.1321597546339035,8.789007763284802
27,0.15416395664215088,0.15959128737449646,7.969908219355627
28,0.13974541425704956,0.14843840897083282,8.284537092605419
29,0.15523812174797058,0.15607327222824097,8.066714641230499
30,0.15064722299575806,0.15530447661876678,8.088160256442196
31,0.14531931281089783,0.14611853659152985,8.352946859906844
32,0.13037174940109253,0.1318006068468094,8.800825901243007
33,0.12367106974124908,0.1232924535870552,9.090635046353924
34,0.1330866813659668,0.13482321798801422,8.70235311244411
35,0.14028476178646088,0.14203083515167236,8.476173592616522
36,0.15507808327674866,0.15124888718128204,8.203078119998338
