epoch,d_loss,g_loss,psnr,cnn_accuracy
991,-2036.1639404296875,5008.876953125,4.893909973637499,0.328125
992,-1508.173828125,5928.599609375,4.418025984832365,0.375
993,-1991.3817138671875,5369.2626953125,4.814592556369019,0.46875
994,-2139.896484375,5978.72802734375,4.6667124565453255,0.515625
995,-2331.24267578125,5982.5908203125,4.823672945743532,0.46875
996,-2460.673095703125,4657.1904296875,5.1421932711614895,0.4375
997,-2100.383544921875,5157.63134765625,4.770044211752994,0.421875
998,-1471.627197265625,5634.642578125,4.759427526924079,0.390625
999,-2670.108642578125,5275.04296875,4.846096838726788,0.40625
1000,-2414.573974609375,5632.42578125,5.188622535578691,0.515625
1001,-1897.7071533203125,5591.37158203125,5.041551921181094,0.546875
1002,-1730.72216796875,6163.5263671875,5.047993132851209,0.40625
1003,-1706.8134765625,5235.099609375,5.491492223210956,0.546875
1004,-2679.390625,6013.0068359375,5.121454869613751,0.484375
1005,-3463.66552734375,5857.1728515625,4.823309428287006,0.4375
1006,-2361.3193359375,5047.3154296875,4.770126507770005,0.46875
1007,-2606.85546875,5457.83544921875,5.28778469722334,0.421875
1008,-2703.07421875,7248.6826171875,4.60695681057166,0.421875
1009,-741.636962890625,7342.984375,5.324503200220725,0.59375
1010,-2431.01708984375,7383.66064453125,4.693957241679708,0.421875
1011,-1401.106689453125,5775.8447265625,5.026231279788488,0.46875
1012,-3296.8642578125,6170.9267578125,4.933601424681651,0.421875
1013,-1232.1312255859375,8371.150390625,5.042875278445074,0.53125
1014,-3128.35498046875,6695.841796875,4.770386216275818,0.5
1015,-1986.082763671875,6759.0966796875,4.840076216760783,0.453125
1016,-3184.05126953125,7000.3974609375,5.128794425291629,0.4375
1017,-2061.35009765625,6124.1015625,4.660226313281592,0.4375
1018,-1436.56201171875,7121.033203125,4.966803401797976,0.625
1019,-1554.53076171875,6494.80078125,5.243904215333113,0.578125
1020,-2003.111572265625,5338.67333984375,4.959318742441454,0.3125
1021,-562.105712890625,6796.9169921875,5.116065211439191,0.5625
1022,-33.691650390625,5503.9287109375,4.910175455541511,0.46875
1023,-1646.707275390625,6515.201171875,5.025198264956306,0.515625
1024,653.25830078125,4616.658203125,4.7249745771557095,0.5
1025,-2095.447265625,5697.7626953125,5.205007213639011,0.4375
1026,-2638.468505859375,5964.83349609375,5.151756611356823,0.484375
1027,-1629.5224609375,6324.04296875,5.14394576420138,0.5
1028,-2773.777587890625,6103.84326171875,4.704224475327673,0.34375
1029,-2781.87890625,7702.498046875,4.375101872791911,0.390625
1030,-2916.335693359375,6866.970703125,4.965501801282017,0.484375
1031,-3120.40625,5819.3603515625,5.163061349468878,0.484375
1032,-1631.73388671875,6713.4208984375,4.924451812849263,0.515625
1033,-3395.734130859375,7295.00537109375,4.989755237106701,0.578125
1034,-2561.59033203125,6864.86669921875,4.867998626715123,0.484375
1035,-2786.8193359375,8083.1513671875,4.649387718081843,0.421875
1036,-2707.2509765625,6483.873046875,4.571972616092045,0.453125
1037,-3543.68896484375,7156.5390625,4.660627533654432,0.5
1038,-1419.394775390625,6819.2705078125,4.711286031424246,0.328125
1039,-2643.817138671875,6825.03125,4.620123427063687,0.5625
1040,-2682.24365234375,6510.36083984375,4.803546929068844,0.4375
1041,-2078.5107421875,7395.75390625,4.533093287172357,0.421875
1042,-2623.95458984375,6394.96337890625,4.672025170123239,0.484375
1043,-891.037109375,6662.5625,5.051327903770658,0.578125
1044,-1972.296142578125,7929.1083984375,5.16204583134484,0.59375
1045,-2540.765869140625,7915.236328125,4.581944368845983,0.484375
1046,-2729.1494140625,7854.89697265625,5.317446012712153,0.59375
1047,-2023.4912109375,8441.5732421875,5.213002693845709,0.515625
1048,-2652.055419921875,6576.759765625,4.685066510088487,0.40625
1049,-2934.537109375,7616.48046875,4.656805333609833,0.484375
1050,-2867.6787109375,5756.32861328125,4.617327102704974,0.515625
1051,-2406.62353515625,8140.552734375,4.68326330151518,0.46875
1052,-2474.27001953125,7254.43603515625,4.453558360548559,0.421875
1053,-1988.654296875,7140.8935546875,4.622288543894991,0.421875
1054,-2011.2681884765625,8521.580078125,5.139399120731808,0.453125
1055,-2477.685791015625,6497.93115234375,5.033114158641608,0.328125
1056,-1718.7822265625,8116.8779296875,4.754780842737776,0.484375
1057,-2372.947265625,6535.68359375,4.9326683875987145,0.546875
1058,-1529.6588134765625,7031.2490234375,5.26487036850529,0.546875
1059,-2617.615478515625,6475.86572265625,4.744672547164539,0.484375
1060,-1288.53759765625,7957.64453125,4.946009503780665,0.5
1061,-2654.149658203125,7250.138671875,4.95784913675924,0.609375
1062,-2795.506103515625,7671.61181640625,5.141279023783954,0.4375
1063,-1613.9853515625,5485.4853515625,5.296732571017975,0.484375
1064,-2392.57861328125,8834.455078125,5.124551699974277,0.5625
1065,-1767.080322265625,8070.322265625,5.054201876185042,0.46875
1066,-3082.635009765625,8489.0478515625,4.871110152588144,0.609375
1067,-2178.07958984375,9381.365234375,4.97992564687282,0.59375
1068,-2896.599609375,8801.25390625,4.7621200478049195,0.46875
1069,-2009.12158203125,7366.0751953125,4.751001291138891,0.40625
1070,-3139.701171875,8055.1845703125,4.740935710470094,0.4375
1071,-3028.7177734375,8035.240234375,5.260854702745266,0.421875
1072,-718.36669921875,9940.44140625,5.070076710518535,0.515625
1073,-2022.52685546875,11010.517578125,4.900424138567796,0.390625
1074,-3017.873046875,8153.93359375,4.993449733175651,0.453125
1075,-2412.82275390625,9976.560546875,4.96716288285043,0.515625
1076,-2585.765380859375,8433.474609375,4.902433081029143,0.5
1077,-2269.012939453125,10104.833984375,4.449346502438612,0.40625
1078,-3569.12646484375,9298.2978515625,4.907795877077135,0.484375
1079,-2979.64990234375,8252.494140625,4.306034589632366,0.390625
1080,-1859.021728515625,9015.1083984375,4.869961241881093,0.46875
1081,-2518.55322265625,10918.79296875,4.989595991819603,0.375
1082,-4569.578125,11003.1845703125,4.8540511938560025,0.515625
1083,-3687.525390625,9050.5087890625,4.514755971603003,0.390625
1084,-3678.1533203125,10464.8759765625,4.5647231735227916,0.421875
1085,-2665.62109375,11644.166015625,4.9209111771958005,0.421875
1086,-4365.29736328125,10959.2724609375,4.681705791993429,0.421875
1087,-3491.167724609375,10303.63671875,4.63441128805206,0.46875
1088,-2524.4560546875,10706.6533203125,3.6926389018616934,0.375
1089,-2617.99658203125,9209.447265625,4.659520482498463,0.59375
1090,-3673.083251953125,11317.5927734375,4.421329441050737,0.421875
1091,-4317.0966796875,11195.9609375,4.60724433239678,0.53125
1092,-4041.8115234375,10779.5,4.993394153562146,0.484375
1093,254.91845703125,9975.544921875,4.8416892138209935,0.484375
1094,-4071.4619140625,10844.091796875,3.889862775323162,0.4375
1095,-653.0634765625,7649.6318359375,4.037162585803643,0.421875
1096,-3103.553466796875,12027.00390625,4.664264810797141,0.546875
1097,-3784.359375,10753.314453125,4.47411523760728,0.515625
1098,-478.58447265625,7412.22119140625,4.5540265880545965,0.421875
1099,-2442.911865234375,8768.724609375,4.951557956656379,0.546875
1100,815.919921875,9876.873046875,4.524258470222961,0.4375
1101,-2857.22998046875,10282.451171875,4.843623785245686,0.46875
1102,-2608.59375,10057.01953125,4.630288801898486,0.5
1103,-3946.546875,10573.82421875,4.751787089677483,0.5
1104,-3781.883056640625,11647.1240234375,4.285606301773791,0.40625
1105,-3862.93212890625,10885.501953125,4.8739849525612815,0.4375
1106,-3902.670654296875,9866.1669921875,4.949906473177888,0.5
1107,-3680.2470703125,12508.48828125,4.591137335875194,0.28125
1108,-3213.24560546875,11693.7392578125,5.022616185215599,0.484375
1109,-3393.68896484375,12236.17578125,5.207038080328935,0.546875
1110,-5165.029296875,10474.517578125,4.876659553094143,0.578125
1111,-2011.362548828125,10959.9423828125,4.9977049107557745,0.390625
1112,-4029.32861328125,12436.7822265625,4.434113565475947,0.453125
1113,-3893.58203125,9470.8076171875,5.066596180413603,0.546875
1114,-5910.02978515625,10070.642578125,5.085439962882187,0.484375
1115,-1679.081298828125,11682.923828125,4.696404509260496,0.40625
1116,-2923.7060546875,11386.818359375,5.137877447617784,0.53125
1117,-3935.420654296875,12726.36328125,5.416275384587723,0.5
1118,-3664.592529296875,12947.89453125,4.592258389513537,0.453125
1119,-3332.6923828125,10790.74609375,5.082560268158217,0.34375
1120,-4967.40576171875,12316.9658203125,4.981562095998533,0.5
1121,-4145.982421875,11916.537109375,5.232616639685924,0.46875
1122,-4597.474609375,12241.3056640625,5.355427661368558,0.546875
1123,-3568.62158203125,14307.462890625,5.465333280628513,0.4375
1124,-2676.26123046875,12674.3486328125,5.108259907593393,0.5
1125,-2415.06982421875,8023.013671875,5.173664101934977,0.484375
1126,-4984.85498046875,10936.771484375,4.976580913066238,0.453125
1127,-3697.74267578125,11932.4306640625,4.183739039068052,0.421875
1128,-3094.064453125,13400.390625,4.863224859917972,0.46875
1129,-3910.3974609375,10400.2939453125,5.039379299310585,0.484375
1130,-2633.97705078125,11178.9765625,4.357049457279704,0.390625
1131,-1923.993408203125,10548.955078125,4.410167598144978,0.390625
1132,-3045.615478515625,11833.6376953125,4.495554384551942,0.5
1133,6331.25390625,10436.4521484375,4.194649357254191,0.5
1134,-569.33349609375,10488.45703125,4.559208692007975,0.421875
1135,-1557.28955078125,9696.447265625,4.350202625884071,0.375
1136,-2481.564208984375,11888.0322265625,4.64338242636795,0.453125
1137,-3857.5107421875,10883.048828125,5.101425415499669,0.484375
1138,-3767.37158203125,12708.4365234375,4.6879395652189455,0.5625
1139,-4322.72412109375,9905.85546875,4.26200594372459,0.515625
1140,-3259.85400390625,10994.6630859375,4.680297134071044,0.375
1141,-34.9228515625,11850.2744140625,4.9653682113224935,0.515625
1142,-4002.865234375,12789.791015625,4.535135636022242,0.453125
1143,-5781.453125,13333.318359375,4.833333214344106,0.46875
1144,-3995.300048828125,11577.6513671875,4.471055481241995,0.421875
1145,-5436.765625,12420.1455078125,4.288804609639004,0.390625
1146,-3197.45849609375,9750.544921875,5.070969432942389,0.453125
1147,-4185.88134765625,11126.443359375,4.086423989483043,0.390625
1148,-4869.22998046875,12092.333984375,4.624039957192324,0.578125
1149,-4397.8671875,12879.81640625,3.7955950811767885,0.4375
1150,-4577.84375,12038.7109375,3.69655230642862,0.453125
1151,-3558.925048828125,11983.6640625,4.148378793544505,0.453125
1152,-2641.7841796875,10477.6240234375,4.3200215269288496,0.359375
1153,-4714.40380859375,12268.720703125,4.520708677578857,0.421875
1154,-4164.6943359375,12513.369140625,4.118401817144203,0.40625
1155,-793.1630859375,12160.38671875,4.187886606897853,0.5625
1156,-2731.668212890625,10849.767578125,4.699301881428584,0.515625
1157,-3787.50927734375,13890.904296875,4.583604093427115,0.5
1158,-3527.69677734375,12734.4921875,4.445435543174874,0.546875
1159,-3968.08056640625,11877.583984375,4.953329517626929,0.453125
1160,-3863.114990234375,10870.193359375,4.790171984229825,0.53125
1161,-3677.855712890625,11844.884765625,4.1443178373786065,0.4375
1162,-2376.8544921875,10992.39453125,4.557991143870174,0.5
1163,-5096.57763671875,16261.796875,4.385046829057191,0.515625
1164,-3454.55859375,13285.4140625,4.656142409639807,0.53125
1165,-4041.470458984375,12773.916015625,4.525980326550516,0.40625
1166,-3021.8505859375,13723.8125,5.092905342218649,0.4375
1167,-5050.93115234375,13256.4677734375,4.987806721232136,0.5
1168,-5824.2431640625,14632.845703125,4.918972408882678,0.515625
1169,-5735.9208984375,16186.767578125,4.5856588067198825,0.515625
1170,-4501.326171875,13528.2412109375,3.7689385917574607,0.421875
1171,-5158.86962890625,14374.662109375,3.812680631137196,0.453125
1172,-6591.9833984375,14950.958984375,3.8041693890337585,0.5
1173,-6274.6005859375,14621.669921875,4.091320872363674,0.546875
1174,-5218.41015625,14406.853515625,4.448130527536952,0.5
1175,-3731.68115234375,16509.1875,4.267246041701252,0.40625
1176,-5844.1875,15349.259765625,4.060148597435967,0.328125
1177,-2688.62109375,13741.3671875,3.931959679655611,0.46875
1178,-4976.8154296875,14940.205078125,4.153107628229796,0.46875
1179,-4386.04833984375,13872.2109375,4.415300243250008,0.453125
1180,-7618.71044921875,15771.46484375,4.726244469293261,0.484375
1181,-2404.642822265625,18423.478515625,4.510056200233889,0.421875
1182,-3694.18798828125,13474.234375,4.697296536637938,0.484375
1183,-4776.6552734375,13577.41015625,4.862290165277091,0.46875
1184,-2580.1328125,17433.1015625,4.899830956074512,0.515625
1185,-1150.34033203125,14040.23046875,5.053711629303985,0.5
1186,-4097.58935546875,15920.484375,4.633126587177119,0.453125
1187,-4313.4755859375,15047.107421875,4.969701625387753,0.53125
1188,-5360.98486328125,17782.802734375,5.357655444441859,0.5
1189,-1811.4970703125,12285.404296875,5.3489290142723185,0.53125
1190,-6083.6142578125,14126.7275390625,4.345064280841714,0.421875
1191,-3419.9208984375,14030.1953125,4.774366085079321,0.46875
1192,-4455.369140625,13676.06640625,4.955432362293227,0.484375
1193,-5210.19970703125,15420.2578125,4.98961722418718,0.609375
1194,-5776.2685546875,14677.8232421875,4.822735722101018,0.546875
1195,-1194.51806640625,12894.5400390625,4.782611235732692,0.5
1196,-5526.89794921875,15306.4658203125,4.823850982149298,0.484375
1197,-5783.9296875,16287.08984375,4.69043032241146,0.4375
1198,-4496.16357421875,16546.431640625,4.741744372131392,0.5
1199,-4696.7998046875,16023.78515625,4.591556439706244,0.4375
1200,-6184.0087890625,15478.89453125,4.15967439512907,0.46875
1201,-2767.163330078125,14820.83203125,4.0299647650645785,0.40625
1202,-8311.2138671875,14986.40625,4.450833677462659,0.546875
1203,-4007.1416015625,14389.234375,4.481380503877375,0.46875
1204,-5840.36669921875,14979.1025390625,4.556657519939058,0.421875
1205,-2968.40478515625,11557.83984375,4.644836109418861,0.421875
1206,-6181.9931640625,16983.55859375,4.074063513557359,0.5625
1207,-8228.1767578125,14996.2998046875,4.248108274546524,0.40625
1208,-4316.8974609375,17766.7578125,3.6856654001462226,0.4375
1209,-5413.40087890625,15675.650390625,4.643251222890424,0.46875
1210,-8064.7392578125,16927.0234375,4.333246886800719,0.4375
1211,-6498.046875,15717.900390625,3.970150468067936,0.515625
1212,-3779.49755859375,19391.79296875,4.931433378988479,0.515625
1213,-3689.82421875,18429.46875,5.053508999040011,0.53125
1214,-3125.03759765625,20539.861328125,4.545101578984285,0.328125
1215,-5650.90478515625,14439.1796875,4.708440359269504,0.484375
1216,-2655.7861328125,19974.75390625,4.89595626420198,0.484375
1217,-6597.38330078125,17138.9140625,4.451205911511576,0.453125
1218,-2470.89794921875,19618.23046875,4.101133230380148,0.40625
1219,-7075.44921875,17377.078125,4.673678682617207,0.515625
1220,-9244.4384765625,16319.8515625,4.61976267917591,0.484375
1221,-8608.5771484375,18124.892578125,4.61593467321687,0.46875
1222,-3488.615234375,17481.92578125,4.99311422293963,0.484375
1223,7636.685546875,15563.974609375,4.676130501553049,0.40625
1224,-6613.24560546875,17307.951171875,4.7220742376801965,0.453125
1225,-5951.330078125,18120.630859375,5.109449285108175,0.40625
1226,-4716.83447265625,16393.46484375,4.489366745968091,0.515625
1227,-8174.20751953125,21190.119140625,4.507174906772669,0.40625
1228,-4069.08935546875,21391.16015625,4.5301727981763165,0.59375
1229,-4057.9609375,20557.490234375,4.691403465994024,0.4375
1230,-5016.9365234375,16486.0546875,4.875796739884234,0.46875
1231,-4541.9013671875,20712.375,4.805593341277383,0.484375
1232,-5845.5126953125,21299.283203125,4.9665434566374,0.53125
1233,-6016.45458984375,20886.1484375,4.2808808841680435,0.328125
1234,-6053.056640625,18758.78125,4.412634486375904,0.4375
1235,-5991.30419921875,17044.80078125,4.829697223100448,0.453125
1236,-4307.93359375,20580.46875,4.612138486979347,0.421875
1237,-2576.318359375,19609.79296875,4.575024906024144,0.359375
1238,-3680.9873046875,14266.080078125,4.69098871930836,0.546875
1239,-3155.62353515625,15231.353515625,4.702551268027253,0.4375
1240,-3524.98828125,16081.08203125,4.607138519160408,0.453125
1241,-1865.015625,19062.720703125,4.337516251457519,0.484375
1242,2224.3076171875,17254.30078125,4.203204420135769,0.375
1243,-4312.115234375,17096.6015625,4.757609441214639,0.453125
1244,-2806.7138671875,22792.298828125,4.435806513111247,0.375
1245,-7486.447265625,18713.158203125,4.38970742069824,0.4375
1246,-4063.4287109375,18672.51171875,4.5608612285723416,0.46875
1247,-5429.10888671875,18835.318359375,4.570704025972829,0.390625
1248,2209.283203125,22145.740234375,4.466845814606679,0.53125
1249,-6062.3994140625,18378.62890625,4.825398988106743,0.359375
1250,-1597.23828125,18443.12890625,5.33433776379632,0.453125
1251,-953.818359375,20776.720703125,5.248153840064996,0.578125
1252,-7410.4052734375,20147.712890625,4.616031334471101,0.515625
1253,-3702.82373046875,20159.24609375,4.928765106245962,0.484375
1254,-7566.18408203125,19400.609375,4.495514664082733,0.484375
1255,-5827.5791015625,16231.9375,4.537273869936568,0.46875
1256,-7132.51171875,17413.603515625,4.287893643951872,0.390625
1257,-6908.833984375,17017.76953125,4.50524244480364,0.421875
1258,-6482.94091796875,18859.5,5.100823824512391,0.65625
1259,-7513.2333984375,17037.0546875,4.519247216136177,0.53125
1260,-5898.11474609375,16897.10546875,4.948602645549729,0.53125
1261,-4092.68359375,18611.66796875,4.442200096301097,0.453125
1262,-7163.7412109375,19846.98046875,4.809171204948615,0.484375
1263,-368.587890625,19602.369140625,4.9600519068564255,0.53125
1264,-6567.1767578125,19345.548828125,4.945474732008048,0.484375
1265,-5489.0888671875,19462.5625,4.528472778779674,0.453125
1266,-2113.77294921875,19752.4921875,4.734717095836377,0.5
1267,-8242.994140625,15017.626953125,4.016169320028248,0.390625
1268,-6221.08056640625,19350.580078125,4.631527167304839,0.359375
1269,-5771.44580078125,22216.482421875,5.146113776532855,0.515625
1270,-7351.30908203125,23078.44140625,4.835042611032612,0.515625
1271,-9888.572265625,21070.875,5.257442892368484,0.46875
1272,-6160.2265625,18814.26171875,4.986150374240844,0.421875
1273,-8205.220703125,22878.0,4.588373009037418,0.390625
1274,-4642.728515625,22874.626953125,4.824350544897822,0.453125
1275,-7612.2880859375,22569.41796875,5.167540109433522,0.53125
1276,-8762.13671875,22954.666015625,3.9838281320789766,0.46875
1277,-7688.005859375,25117.56640625,4.201128772997114,0.5
1278,-8343.3916015625,22510.53125,4.237052011650682,0.515625
1279,-6157.37841796875,28586.0859375,4.001390400492185,0.46875
1280,-3883.59033203125,23480.69140625,4.844030071834781,0.40625
1281,-7172.8984375,21592.63671875,3.892771649046707,0.46875
1282,-5096.4150390625,24278.322265625,4.193939121906079,0.546875
1283,-6458.9033203125,24287.45703125,4.604035187917353,0.484375
1284,-7932.46337890625,24163.58984375,4.214690850165333,0.453125
1285,-7523.861328125,20836.71875,4.894135649519582,0.546875
1286,-5248.986328125,20205.970703125,4.450676425377066,0.484375
1287,-9795.9296875,22872.90625,4.429721304761988,0.4375
1288,-3756.2900390625,23412.01171875,4.189128627732471,0.5
1289,-8608.07421875,21482.234375,4.59275399565529,0.4375
1290,-9449.5400390625,24753.26953125,4.398903571992195,0.390625
1291,-3780.6552734375,26075.087890625,4.805037623471902,0.46875
1292,-9757.052734375,25188.44921875,5.075552411346149,0.5
1293,-10701.025390625,21341.048828125,4.745334457090625,0.40625
1294,-8114.732421875,22460.453125,4.783872004450609,0.4375
1295,71.68359375,20449.95703125,4.656609433392521,0.5
1296,-5141.5322265625,21695.9296875,4.960590099110117,0.40625
1297,-7261.99658203125,23554.49609375,4.648371852854107,0.5
1298,-6911.76220703125,24548.099609375,4.478438673629123,0.4375
1299,-2550.001953125,22289.05078125,4.86684061538223,0.40625
1300,-6280.17626953125,21747.58203125,4.279554444125376,0.40625
1301,-8293.3623046875,24991.96484375,4.603252510449427,0.46875
1302,-8146.09814453125,21153.7890625,5.026302928828915,0.515625
1303,-4795.0166015625,19928.421875,5.419484788574856,0.515625
1304,-9196.0703125,24178.01953125,5.509131293158753,0.515625
1305,-3843.6240234375,21324.564453125,5.073182062196448,0.40625
1306,-1641.3779296875,20977.22265625,5.487027121729127,0.484375
1307,-5040.001953125,22337.302734375,5.4924997618401825,0.578125
1308,-9180.40234375,21556.138671875,5.141660853006952,0.421875
1309,-6979.5556640625,23652.1875,4.860353207974645,0.515625
1310,-6279.794921875,20666.56640625,3.951398710139602,0.375
1311,-3325.021484375,24741.98828125,4.338975456587864,0.421875
1312,-8013.365234375,21241.2109375,4.50312430013917,0.390625
1313,-5796.3662109375,20361.72265625,3.947188844579608,0.5
1314,-2361.77197265625,18648.515625,4.448495680791132,0.46875
1315,-4476.73779296875,20416.54296875,5.021543719432407,0.484375
1316,-7087.5380859375,22299.34765625,4.545887485831722,0.46875
1317,-6314.4892578125,21633.6171875,5.318642556193698,0.484375
1318,-7110.4541015625,21678.0546875,5.130237845995649,0.46875
1319,-4599.5205078125,22405.87109375,4.649496453521802,0.390625
1320,-6251.4794921875,18566.337890625,5.161413270840316,0.484375
1321,-8029.94482421875,23109.80078125,4.836583180823298,0.546875
1322,-5166.0107421875,23461.7578125,4.955891786296169,0.484375
1323,-4982.5458984375,16351.232421875,5.149074482260482,0.4375
1324,-9413.01953125,21173.2421875,4.790860758246803,0.390625
1325,-6945.857421875,22614.28125,4.620207805893747,0.484375
1326,-8923.4482421875,20527.146484375,5.220771757547188,0.5
1327,-7618.58740234375,23425.97265625,5.3600333327474114,0.5
1328,-6566.56396484375,19650.7578125,4.772332389121347,0.390625
1329,-7411.890625,22617.2734375,4.988516544390773,0.421875
1330,-8688.603515625,25328.216796875,5.157154701393329,0.421875
1331,-5335.8271484375,26492.4921875,5.102151122201492,0.484375
1332,-5634.5849609375,23333.3671875,5.34445384088372,0.4375
1333,-10124.8203125,24086.806640625,5.412857243133687,0.453125
1334,-6773.173828125,25246.984375,4.825600293006017,0.53125
1335,-5516.9853515625,23803.359375,5.016961881193678,0.5
1336,-6551.150390625,24740.078125,4.775853403148747,0.46875
1337,-4745.892578125,20451.80078125,5.01744470938045,0.4375
1338,-10108.169921875,21657.43359375,5.208172809255544,0.484375
1339,-11791.7890625,23285.828125,4.940685337721077,0.4375
1340,-9545.6025390625,26716.783203125,5.3822054931410515,0.484375
1341,-8125.4580078125,24982.1796875,4.53080170586595,0.359375
1342,-6922.4970703125,23923.544921875,4.640871774149689,0.421875
1343,-9661.052734375,23374.939453125,4.5642500070847065,0.46875
1344,-9314.845703125,27294.017578125,4.683156380832331,0.390625
1345,-11154.9794921875,23019.42578125,4.782625250914787,0.328125
1346,-3019.115234375,16191.40234375,4.579253126498013,0.4375
1347,-11994.66796875,26147.9140625,5.086350462160164,0.453125
1348,-5511.70458984375,28612.568359375,4.843222274035357,0.546875
1349,-6089.2021484375,28861.671875,4.420771347617862,0.453125
1350,-8976.00390625,22969.744140625,4.584634676210398,0.515625
1351,-5627.4306640625,28757.9296875,4.306062846519075,0.390625
1352,-9562.333984375,23604.220703125,4.560327821054558,0.53125
1353,-9018.744140625,26126.37109375,3.879371011457623,0.40625
1354,-1818.927734375,24671.4140625,4.31732615890951,0.390625
1355,-9361.0712890625,31325.240234375,4.53950702577965,0.515625
1356,-6435.7734375,24931.32421875,4.7454942568777705,0.453125
1357,-11666.1025390625,26844.59765625,4.6783605950910525,0.5
1358,-7568.67138671875,25755.0078125,4.980157466840919,0.46875
1359,-2926.9423828125,24915.078125,4.898157842076284,0.328125
1360,-7713.2626953125,19441.939453125,4.847217719661462,0.515625
1361,-10420.033203125,27278.01953125,4.722382153220083,0.515625
1362,-13190.837890625,29295.96875,5.051230991622142,0.515625
1363,-5802.82080078125,27578.591796875,4.875877484610922,0.46875
1364,-9402.8603515625,22213.5234375,4.699694505889924,0.390625
1365,3758.140625,24643.50390625,4.682838297852699,0.40625
1366,-5749.162109375,26932.01171875,4.958302330388754,0.421875
1367,-11553.359375,25555.0390625,4.921432079866184,0.5
1368,-3463.236328125,25149.0546875,5.376895001318488,0.53125
1369,-7374.7548828125,28243.73828125,4.819672392434845,0.390625
1370,-7343.3349609375,28051.83984375,4.709957716949324,0.546875
1371,-8800.3388671875,22129.546875,5.454447561066269,0.609375
1372,-10338.4970703125,27678.330078125,4.644590589493637,0.40625
1373,-8766.3896484375,24788.9296875,5.15412868828906,0.5
1374,-3758.2060546875,22671.765625,4.632646661754153,0.3125
1375,-6531.46142578125,25624.8828125,4.6175669634050625,0.46875
1376,-5662.07421875,28663.1484375,4.504065489092674,0.5
1377,-4070.6787109375,25666.787109375,5.069112643294539,0.546875
1378,-5432.9677734375,26528.23828125,4.773324061132843,0.5
1379,-7996.10546875,22933.953125,4.4307598057351445,0.484375
1380,-3945.6015625,23798.54296875,5.33996070052609,0.546875
1381,-7620.6748046875,23301.06640625,4.813820800073201,0.484375
1382,-2824.9306640625,26877.646484375,4.727312157612225,0.390625
1383,-9513.203125,28317.91015625,4.687423455704063,0.5
1384,-13675.216796875,22349.521484375,5.039221115069822,0.484375
1385,-7368.39404296875,26945.671875,5.4050862723585205,0.515625
1386,-11968.541015625,27646.984375,5.383851906972646,0.484375
1387,-9391.625,22242.8359375,4.926367274899603,0.484375
1388,-7790.009765625,31448.21875,5.327594274328122,0.53125
1389,-6790.259765625,31713.0546875,4.69767752671452,0.515625
1390,-8119.1376953125,33893.0,5.043544963251456,0.515625
1391,-9216.5673828125,29578.671875,4.96089592909756,0.546875
1392,-6562.4013671875,28254.671875,4.8966712149645835,0.375
1393,-14480.37890625,33454.328125,4.935834272637914,0.53125
1394,-10400.822265625,24947.48046875,5.158936168998462,0.578125
1395,-10487.7490234375,33646.703125,4.561768023730997,0.515625
1396,-5514.6962890625,25757.0625,4.924364126556281,0.484375
1397,-6551.89453125,29620.484375,4.32073063343199,0.46875
1398,-10688.9150390625,30842.54296875,5.289716829660945,0.515625
1399,-2815.931640625,28965.154296875,4.746636571997188,0.46875
1400,-8679.8837890625,30719.56640625,5.1727278737620965,0.46875
1401,-8036.11328125,32523.046875,4.60299662979773,0.4375
1402,-12948.333984375,29677.9296875,4.616096151168266,0.40625
1403,-7920.96435546875,33023.3359375,5.141900200511307,0.5
1404,-14477.26171875,29023.94921875,5.134486976932605,0.46875
1405,-11895.93359375,31853.1875,4.864319624465273,0.453125
1406,-16139.810546875,27092.490234375,4.377791144287953,0.390625
1407,-11359.6572265625,30601.4296875,4.64953043390511,0.46875
1408,-5480.6806640625,28040.21484375,4.202885889985869,0.453125
1409,-9475.2216796875,34775.2109375,4.631941538396332,0.375
1410,-608.36328125,27779.44921875,4.907751800842252,0.625
1411,-1182.6171875,33018.25,4.451963102276449,0.5625
1412,-15755.060546875,28492.31640625,4.234709609200591,0.375
1413,-9575.6103515625,29773.8046875,3.7901445472443545,0.453125
1414,-10671.478515625,26696.935546875,5.063728118646445,0.546875
1415,-11542.15234375,33196.796875,4.921817571990118,0.53125
1416,-10017.783203125,30458.87109375,4.544874901512867,0.40625
1417,-10929.55859375,32708.20703125,4.547723788743862,0.515625
1418,-11192.662109375,29983.88671875,4.693248196219227,0.40625
1419,-4541.4599609375,31354.37890625,4.75709582277692,0.546875
1420,-12869.095703125,32981.2421875,4.242789091572895,0.390625
1421,-10749.416015625,25007.798828125,4.22705481524778,0.46875
1422,-12537.234375,31922.22265625,4.678265577123409,0.453125
1423,-11898.8935546875,31360.70703125,4.54429038623547,0.4375
1424,-12036.7607421875,34139.875,4.3931378130646195,0.53125
1425,-4355.384765625,28516.1953125,5.279562740416662,0.484375
1426,-11236.275390625,31363.865234375,5.850661458563877,0.625
1427,4878.025390625,31191.00390625,4.906417704704801,0.4375
1428,-13266.791015625,30006.43359375,4.874469241352474,0.4375
1429,-10507.8681640625,34937.4921875,4.937582484898173,0.578125
1430,-17479.46875,29001.953125,4.911958288122691,0.421875
1431,-8903.61328125,36423.23828125,4.908823781585972,0.515625
1432,-5472.7548828125,34922.6953125,4.818325823941251,0.4375
