Epoch,mse,psnr,d_real_loss,d_real_acc,d_fake_loss,d_fake_acc,g_loss,g_acc,cnn_accuracy
50,0.8301355838775635,0.8085096964685528,0.0611199215054512,1.0,0.09190987050533295,1.0,1.3018193244934082,0.1875,0.25
51,0.824293315410614,0.8391822204402665,0.07340344041585922,1.0,0.0959695503115654,1.0,1.3199702501296997,0.21875,0.28125
52,0.8261741399765015,0.8292840297026994,0.09493635594844818,0.96875,0.0792001336812973,1.0,1.3844308853149414,0.1875,0.125
53,0.820465624332428,0.8593961019343898,0.055695872753858566,1.0,0.12485729902982712,1.0,1.3716704845428467,0.25,0.09375
54,0.8174329996109009,0.8754783388692305,0.05346549674868584,1.0,0.06326521933078766,1.0,1.400957703590393,0.21875,0.15625
55,0.8048662543296814,0.9427628091456753,0.03135177120566368,1.0,0.13793522119522095,0.96875,1.162158727645874,0.34375,0.40625
56,0.8103253245353699,0.9134058817655332,0.061328232288360596,0.96875,0.05526155233383179,1.0,1.2055909633636475,0.34375,0.3125
57,0.8100812435150146,0.9147142329308442,0.04633135348558426,1.0,0.11003301292657852,0.96875,1.1683101654052734,0.28125,0.28125
58,0.8070958256721497,0.930748988714917,0.03655398637056351,1.0,0.08779478073120117,0.96875,1.0183517932891846,0.28125,0.25
59,0.7983425855636597,0.9781070377163754,0.14093607664108276,0.9375,0.058342546224594116,1.0,1.2878730297088623,0.1875,0.21875
60,0.7899441123008728,1.0240363349173076,0.05085316300392151,1.0,0.08646910637617111,1.0,1.1814377307891846,0.125,0.28125
61,0.7864230275154114,1.0434377826791417,0.03914617374539375,1.0,0.06298214942216873,1.0,1.2472350597381592,0.25,0.1875
62,0.7890904545783997,1.0287321013330553,0.043885499238967896,1.0,0.03665668144822121,1.0,1.124758005142212,0.34375,0.15625
63,0.7870258688926697,1.0401099250408743,0.052435390651226044,1.0,0.0819275975227356,1.0,0.9852421283721924,0.46875,0.125
64,0.7865679264068604,1.042637666327407,0.03408234193921089,1.0,0.05585251376032829,1.0,0.8183106184005737,0.53125,0.1875
65,0.7795074582099915,1.0817972519104881,0.06274814903736115,0.96875,0.056646138429641724,1.0,1.1245208978652954,0.375,0.21875
66,0.7792856693267822,1.0830331014542627,0.018708571791648865,1.0,0.05875760316848755,1.0,1.123633861541748,0.4375,0.1875
67,0.777679979801178,1.0919908115775914,0.0206417478621006,1.0,0.047383759170770645,1.0,1.1060631275177002,0.40625,0.1875
68,0.773877739906311,1.1132764536109603,0.06909123808145523,0.96875,0.060973238199949265,0.96875,1.274645209312439,0.40625,0.34375
69,0.769106388092041,1.1401358143971976,0.06614279747009277,0.96875,0.08917146176099777,0.96875,0.9906953573226929,0.5,0.21875
70,0.7601569294929504,1.19096741169978,0.04312523081898689,1.0,0.02784263715147972,1.0,0.892534613609314,0.46875,0.21875
71,0.7663546800613403,1.155701860553497,0.055261190980672836,0.96875,0.03556263446807861,1.0,0.6345762610435486,0.65625,0.25
72,0.7632776498794556,1.1731745434332521,0.023518245667219162,1.0,0.04616672545671463,1.0,0.9379251003265381,0.4375,0.3125
73,0.7585915327072144,1.1999200914055241,0.01689719781279564,1.0,0.044584739953279495,1.0,0.886494517326355,0.5625,0.34375
74,0.7601863145828247,1.1907995314209816,0.01912146434187889,1.0,0.03223061561584473,1.0,0.8432839512825012,0.625,0.375
75,0.7476842999458313,1.2628173867721806,0.024191763252019882,1.0,0.06609810143709183,1.0,1.0903260707855225,0.375,0.21875
76,0.7541872262954712,1.2252082753417697,0.060833513736724854,0.96875,0.013808666728436947,1.0,0.7995791435241699,0.5625,0.15625
77,0.7463783025741577,1.270409941400119,0.02195550501346588,1.0,0.026853317394852638,1.0,0.6582126617431641,0.625,0.3125
78,0.7480642199516296,1.2606111714433839,0.028466152027249336,1.0,0.019061189144849777,1.0,0.6920626163482666,0.6875,0.15625
79,0.7481628060340881,1.2600388600103916,0.02011418342590332,1.0,0.02551165595650673,1.0,0.5225159525871277,0.6875,0.28125
80,0.7408543229103088,1.3026718065222387,0.029806414619088173,1.0,0.041237927973270416,1.0,0.48398393392562866,0.78125,0.1875
81,0.7388635873794556,1.3143573578232917,0.01430630311369896,1.0,0.04602409526705742,0.96875,0.49749520421028137,0.75,0.21875
82,0.7362040281295776,1.3300181064694239,0.01290170755237341,1.0,0.02581741102039814,1.0,0.481267511844635,0.78125,0.15625
83,0.7400701642036438,1.3072710394207732,0.023809578269720078,1.0,0.027701206505298615,1.0,0.5041764974594116,0.6875,0.3125
84,0.7363980412483215,1.328873753502292,0.01638007164001465,1.0,0.01925007626414299,1.0,0.5468944311141968,0.6875,0.3125
85,0.7327172160148621,1.3506360410393685,0.014943676069378853,1.0,0.03572758287191391,1.0,0.5542904734611511,0.65625,0.1875
86,0.7325246930122375,1.3517773089439422,0.009311744943261147,1.0,0.04141629859805107,1.0,0.5428922176361084,0.75,0.28125
87,0.72136390209198,1.4184559408655746,0.027507392689585686,1.0,0.012265266850590706,1.0,0.40285059809684753,0.84375,0.34375
88,0.7288963794708252,1.3733420696683984,0.013288243673741817,1.0,0.019339552149176598,1.0,0.5931388139724731,0.6875,0.25
89,0.7237548232078552,1.4040852905300214,0.01106632873415947,1.0,0.029145922511816025,1.0,0.3967513144016266,0.8125,0.4375
90,0.7221307754516602,1.4138414603975538,0.02887304686009884,1.0,0.016896337270736694,1.0,0.4121231734752655,0.8125,0.21875
91,0.7167941331863403,1.4460555794306544,0.02011389099061489,1.0,0.03633657470345497,1.0,0.2610348165035248,0.9375,0.21875
92,0.711980938911438,1.475316330996481,0.008005255833268166,1.0,0.03384798765182495,1.0,0.43103840947151184,0.8125,0.28125
93,0.7116988897323608,1.4770371168253813,0.010054165497422218,1.0,0.013222248293459415,1.0,0.5151597857475281,0.78125,0.25
94,0.7060403823852539,1.5117045851543607,0.012971669435501099,1.0,0.02609340287744999,1.0,0.46024972200393677,0.75,0.28125
95,0.7068371772766113,1.506806161241485,0.015078198164701462,1.0,0.018643507733941078,1.0,0.398212194442749,0.78125,0.1875
96,0.7064143419265747,1.5094049210837177,0.01466178148984909,1.0,0.01413179375231266,1.0,0.49708378314971924,0.78125,0.3125
97,0.7031160593032837,1.5297298258356253,0.01694459281861782,1.0,0.022639788687229156,1.0,0.2105719894170761,0.90625,0.375
98,0.6972528696060181,1.5660968968078046,0.007676910609006882,1.0,0.012360779568552971,1.0,0.30577945709228516,0.9375,0.34375
99,0.6944513916969299,1.5835814741605867,0.03153286129236221,1.0,0.05002288892865181,0.96875,0.2716362476348877,0.90625,0.1875
100,0.6831355690956116,1.654931014902734,0.020152345299720764,1.0,0.010155257768929005,1.0,0.23847436904907227,0.90625,0.46875
101,0.6869932413101196,1.6304753554038927,0.013191214762628078,1.0,0.018966350704431534,1.0,0.34040406346321106,0.875,0.21875
102,0.6833198666572571,1.6537595253328294,0.0188028272241354,1.0,0.017756136134266853,1.0,0.4220149517059326,0.84375,0.21875
103,0.6807459592819214,1.6701492783121874,0.003849874483421445,1.0,0.011009630747139454,1.0,0.27431368827819824,0.84375,0.25
104,0.689464271068573,1.6148823460750554,0.004096599295735359,1.0,0.025493117049336433,1.0,0.25726574659347534,0.90625,0.1875
105,0.6762621402740479,1.6988492535050996,0.004036599770188332,1.0,0.012363506481051445,1.0,0.23495638370513916,0.9375,0.125
106,0.6703222393989563,1.737163717027593,0.00807579979300499,1.0,0.01619037613272667,1.0,0.38776957988739014,0.8125,0.25
107,0.6747866868972778,1.7083349434622674,0.003786723129451275,1.0,0.01651955023407936,1.0,0.3428722023963928,0.8125,0.4375
108,0.6670584678649902,1.7583609837988057,0.015940513461828232,1.0,0.011782103218138218,1.0,0.39435046911239624,0.8125,0.375
109,0.6717926263809204,1.7276476729943377,0.010748838074505329,1.0,0.013434765860438347,1.0,0.2555748224258423,0.875,0.3125
110,0.6650991439819336,1.7711361112564776,0.013310862705111504,1.0,0.007538746576756239,1.0,0.19872231781482697,0.96875,0.28125
111,0.6681699156761169,1.751130823494673,0.005852916277945042,1.0,0.011766400188207626,1.0,0.22338585555553436,0.84375,0.28125
112,0.6661397814750671,1.7643462975822741,0.01795789785683155,1.0,0.011720528826117516,1.0,0.2907045781612396,0.84375,0.15625
113,0.6544603705406189,1.8411664609810385,0.014317930676043034,1.0,0.027352072298526764,1.0,0.2614431381225586,0.875,0.3125
114,0.6547489762306213,1.8392517196762448,0.006534502375870943,1.0,0.016420267522335052,1.0,0.4161314070224762,0.78125,0.1875
115,0.6515288352966309,1.860663585652328,0.017075438052415848,1.0,0.011519039049744606,1.0,0.3452601432800293,0.875,0.28125
116,0.64756840467453,1.8871434894004324,0.010660258121788502,1.0,0.019956395030021667,1.0,0.20160219073295593,0.9375,0.25
117,0.6498512029647827,1.8718607278637955,0.017983540892601013,1.0,0.014174475334584713,1.0,0.22858038544654846,0.84375,0.25
118,0.6466984152793884,1.8929820328090274,0.019335772842168808,1.0,0.019778411835432053,1.0,0.3291553854942322,0.875,0.28125
119,0.6469669938087463,1.8911787508457896,0.003372708335518837,1.0,0.009392477571964264,1.0,0.1945105344057083,0.9375,0.46875
120,0.6446851491928101,1.9065233397363104,0.021354835480451584,1.0,0.02625090256333351,1.0,0.143507182598114,0.9375,0.375
121,0.638799786567688,1.946352376376418,0.005161738488823175,1.0,0.014243511483073235,1.0,0.22632122039794922,0.875,0.3125
122,0.6412824392318726,1.9295065256540045,0.012630337849259377,1.0,0.015838101506233215,1.0,0.09938129037618637,0.96875,0.25
123,0.6337789297103882,1.9806220323757497,0.03636682778596878,1.0,0.02702150121331215,1.0,0.1096319630742073,1.0,0.15625
124,0.6329165697097778,1.986535343786604,0.005227778572589159,1.0,0.04743048921227455,0.96875,0.2288474440574646,0.9375,0.46875
125,0.6313784718513489,1.9971023035567845,0.004152688197791576,1.0,0.005202903877943754,1.0,0.23025013506412506,0.875,0.34375
126,0.6326140761375427,1.9886114893491924,0.028796978294849396,0.96875,0.007135497406125069,1.0,0.14123299717903137,0.9375,0.3125
127,0.62446528673172,2.0449169852263553,0.004145766608417034,1.0,0.007301208563148975,1.0,0.19951564073562622,0.90625,0.28125
128,0.6253803968429565,2.0385573626283793,0.011231019161641598,1.0,0.0221184641122818,1.0,0.14589828252792358,1.0,0.34375
129,0.6194125413894653,2.0802000562905447,0.023134412243962288,1.0,0.0173733439296484,1.0,0.18313457071781158,0.96875,0.375
130,0.6248984932899475,2.041905224707746,0.0022767684422433376,1.0,0.013241011649370193,1.0,0.25236332416534424,0.875,0.375
131,0.6142817735671997,2.1163237049619728,0.009951409883797169,1.0,0.017315462231636047,1.0,0.16732633113861084,0.96875,0.3125
132,0.6119858622550964,2.1325861055953417,0.006290126126259565,1.0,0.01323646679520607,1.0,0.25177115201950073,0.90625,0.3125
133,0.6056539416313171,2.1777545201926163,0.005800266284495592,1.0,0.02433893270790577,1.0,0.31395089626312256,0.90625,0.375
134,0.604130744934082,2.1886906194400835,0.02936536818742752,1.0,0.010170470923185349,1.0,0.21878086030483246,0.875,0.25
135,0.6076529622077942,2.1634438064172516,0.01367756724357605,1.0,0.03178030624985695,1.0,0.1486242115497589,0.96875,0.40625
136,0.6000873446464539,2.2178553205437654,0.001313856104388833,1.0,0.006715366151183844,1.0,0.34661251306533813,0.8125,0.1875
137,0.5930935740470886,2.2687678136374623,0.004520868416875601,1.0,0.02444515936076641,1.0,0.3145100772380829,0.8125,0.3125
138,0.598484218120575,2.2294729734364656,0.01924090087413788,1.0,0.017899442464113235,1.0,0.2974407374858856,0.90625,0.3125
139,0.5921807289123535,2.2754572977887664,0.014500263147056103,1.0,0.00866648182272911,1.0,0.4227089285850525,0.84375,0.34375
140,0.5746397972106934,2.406042998364385,0.013441984541714191,1.0,0.00796348974108696,1.0,0.38079750537872314,0.78125,0.25
141,0.5842463970184326,2.334039571725142,0.01394588127732277,1.0,0.04238186776638031,0.96875,0.2662065327167511,0.875,0.3125
142,0.5733144879341125,2.4160708325526143,0.0091239083558321,1.0,0.009362725540995598,1.0,0.28736549615859985,0.90625,0.40625
143,0.5763490796089172,2.393143960428843,0.008785121142864227,1.0,0.013576292432844639,1.0,0.23293046653270721,0.9375,0.21875
144,0.5718637704849243,2.427074166145078,0.02756599709391594,1.0,0.017893098294734955,1.0,0.19006425142288208,0.9375,0.4375
145,0.5737858414649963,2.412501724537155,0.044093262404203415,0.96875,0.05094698816537857,0.96875,0.17140328884124756,0.96875,0.34375
146,0.5572819709777832,2.539250068837189,0.006102484650909901,1.0,0.007973428815603256,1.0,0.12651555240154266,1.0,0.1875
147,0.5666921734809875,2.4665278530713852,0.0015375972725450993,1.0,0.022646281868219376,1.0,0.22758103907108307,0.875,0.4375
148,0.5712416172027588,2.4318016001495466,0.010913215577602386,1.0,0.011788750067353249,1.0,0.11655788868665695,0.96875,0.3125
149,0.5599648356437683,2.5183924471767893,0.034705206751823425,0.96875,0.01109934039413929,1.0,0.17707836627960205,0.9375,0.34375
150,0.5608334541320801,2.5116608828030746,0.006378766614943743,1.0,0.06087762489914894,0.96875,0.28123846650123596,0.875,0.375
151,0.5511608719825745,2.5872162144373245,0.008707092143595219,1.0,0.005550951696932316,1.0,0.20237815380096436,0.9375,0.28125
152,0.5458880662918091,2.6289639974105423,0.0466415137052536,0.96875,0.006302656140178442,1.0,0.5716522336006165,0.75,0.40625
153,0.5382469296455383,2.690184388696464,0.01830250956118107,1.0,0.06055174767971039,0.96875,0.3497949242591858,0.84375,0.53125
154,0.5313020944595337,2.746584720435375,0.029139701277017593,1.0,0.004569916985929012,1.0,0.28850024938583374,0.875,0.46875
155,0.5425384044647217,2.6556951414897116,0.018631208688020706,1.0,0.016270868480205536,1.0,0.2734822630882263,0.875,0.46875
156,0.5390806794166565,2.6834623295172815,0.0051562245935201645,1.0,0.0203135684132576,1.0,0.13647538423538208,0.9375,0.3125
157,0.5237829089164734,2.808486767476776,0.0068695759400725365,1.0,0.007417562883347273,1.0,0.19972580671310425,0.9375,0.53125
158,0.5197504162788391,2.84205154160937,0.021854639053344727,1.0,0.012190568260848522,1.0,0.10488305985927582,0.96875,0.375
159,0.5167421698570251,2.867260954721318,0.026880405843257904,0.96875,0.01911737211048603,1.0,0.14290957152843475,0.96875,0.40625
160,0.5161225199699402,2.872471909488378,0.016327131539583206,1.0,0.027687467634677887,1.0,0.21929597854614258,0.90625,0.40625
161,0.5347486734390259,2.71850284117492,0.00296626053750515,1.0,0.017265528440475464,1.0,0.295073926448822,0.875,0.28125
162,0.5207028388977051,2.834100545227961,0.0025042458437383175,1.0,0.009215662255883217,1.0,0.42685502767562866,0.75,0.28125
163,0.5107280015945435,2.9181033050432714,0.009614105336368084,1.0,0.02466455101966858,1.0,0.19696027040481567,0.9375,0.34375
164,0.5078904628753662,2.9422994224029337,0.008807908743619919,1.0,0.007900048978626728,1.0,0.46738308668136597,0.78125,0.1875
165,0.5129279494285583,2.8994363559620413,0.019025806337594986,1.0,0.03285159543156624,1.0,0.22649583220481873,0.9375,0.15625
166,0.5009521842002869,3.002037254880314,0.02130858600139618,1.0,0.011379091069102287,1.0,0.10264211893081665,0.96875,0.25
167,0.49955371022224426,3.0141781114344273,0.011138984933495522,1.0,0.016055501997470856,1.0,0.2562265396118164,0.90625,0.25
168,0.49099841713905334,3.08919907935856,0.004626216366887093,1.0,0.00992920808494091,1.0,0.13260525465011597,0.9375,0.3125
169,0.49212217330932617,3.079270667299077,0.004213828593492508,1.0,0.0072802770882844925,1.0,0.29396605491638184,0.875,0.4375
170,0.5104246735572815,2.920683403002558,0.002690104767680168,1.0,0.018999427556991577,1.0,0.09728766232728958,0.96875,0.3125
171,0.4989887475967407,3.019092477869178,0.00820835866034031,1.0,0.00544662494212389,1.0,0.11557270586490631,0.9375,0.375
172,0.4919063448905945,3.0811757562484834,0.011902865953743458,1.0,0.0054241325706243515,1.0,0.18761101365089417,0.84375,0.40625
173,0.47911423444747925,3.1956092609414073,0.008030283264815807,1.0,0.005353269167244434,1.0,0.143131285905838,0.9375,0.21875
174,0.4741460978984833,3.24087819222908,0.013493596576154232,1.0,0.009463291615247726,1.0,0.1088806688785553,0.96875,0.28125
175,0.4775824546813965,3.2095163660025126,0.027101922780275345,1.0,0.006022444926202297,1.0,0.11854536831378937,0.9375,0.15625
176,0.48463162779808044,3.1458824655434743,0.007013668306171894,1.0,0.03905591368675232,1.0,0.07900255173444748,0.96875,0.21875
177,0.4801390469074249,3.186329739582044,0.0031788102351129055,1.0,0.040831565856933594,1.0,0.22892028093338013,0.875,0.34375
178,0.47799330949783325,3.2057818219228986,0.014466549269855022,1.0,0.02571936510503292,0.96875,0.16884072124958038,0.9375,0.46875
179,0.46902844309806824,3.288008197455085,0.014620525762438774,1.0,0.006257691420614719,1.0,0.22640419006347656,0.90625,0.46875
180,0.4672549366950989,3.3044610146734463,0.005475156009197235,1.0,0.02161034196615219,1.0,0.15886464715003967,0.90625,0.40625
181,0.4713873565196991,3.26622070236314,0.023024868220090866,1.0,0.0063786255195736885,1.0,0.2758640646934509,0.875,0.40625
182,0.4810140132904053,3.178422712227465,0.021404024213552475,1.0,0.036758214235305786,0.96875,0.05224692448973656,1.0,0.375
183,0.47190752625465393,3.2614309622178768,0.012786099687218666,1.0,0.01716938242316246,1.0,0.06870992481708527,1.0,0.46875
184,0.46903181076049805,3.287977014869443,0.003838419681414962,1.0,0.01444961130619049,1.0,0.06396880745887756,0.96875,0.34375
185,0.4765496850013733,3.2189181318507725,0.02690376713871956,1.0,0.013719077222049236,1.0,0.04758378863334656,1.0,0.25
186,0.46017929911613464,3.3707292169919056,0.01570221781730652,1.0,0.00607680669054389,1.0,0.10574276745319366,0.96875,0.1875
187,0.4502852261066437,3.4651230203910592,0.03664619103074074,0.96875,0.016843879595398903,1.0,0.14171113073825836,0.9375,0.3125
188,0.4636446535587311,3.338147438467818,0.021147597581148148,1.0,0.06391138583421707,0.96875,0.08474531024694443,0.96875,0.40625
189,0.45072057843208313,3.4609261300628584,0.015689130872488022,1.0,0.022011835128068924,1.0,0.10979434847831726,0.96875,0.21875
190,0.4668160676956177,3.308542040588658,0.019420076161623,1.0,0.005224903114140034,1.0,0.02494877576828003,1.0,0.375
191,0.4405677616596222,3.5598728531864925,0.002537224441766739,1.0,0.009882839396595955,1.0,0.08605838567018509,0.96875,0.46875
192,0.4664997160434723,3.311486162707302,0.004584315232932568,1.0,0.05607378110289574,0.96875,0.18355955183506012,0.90625,0.21875
193,0.43310078978538513,3.6341102430728096,0.05246732383966446,0.96875,0.02434701845049858,1.0,0.05514761060476303,1.0,0.40625
194,0.44745153188705444,3.492540007368972,0.04265594482421875,1.0,0.020909614861011505,1.0,0.09182541072368622,0.96875,0.46875
195,0.45894280076026917,3.3824143834539404,0.0016233078204095364,1.0,0.0905771404504776,0.96875,0.1288599669933319,0.96875,0.34375
196,0.45710626244544983,3.399828287503291,0.011321506462991238,1.0,0.040058501064777374,1.0,0.08147814869880676,0.9375,0.34375
197,0.44578513503074646,3.5087441742095624,0.015954429283738136,1.0,0.002853573067113757,1.0,0.09868624061346054,0.9375,0.25
198,0.44539302587509155,3.5125658758863736,0.03960249572992325,1.0,0.005978425499051809,1.0,0.07243096828460693,0.96875,0.53125
199,0.45049411058425903,3.4631088228198115,0.09295310825109482,0.96875,0.03569726645946503,1.0,0.0631059855222702,0.96875,0.5
200,0.4480006992816925,3.487213081135896,0.004882145673036575,1.0,0.010694234631955624,1.0,0.04268907010555267,1.0,0.40625
201,0.4614197611808777,3.3590380992755096,0.002116246148943901,1.0,0.04903094097971916,1.0,0.07074087113142014,0.96875,0.25
202,0.46274659037590027,3.3465677254564112,0.009821850806474686,1.0,0.028905600309371948,1.0,0.08409856259822845,1.0,0.28125
203,0.4416308104991913,3.549406355437717,0.022252412512898445,1.0,0.03028111159801483,0.96875,0.0839570090174675,0.96875,0.34375
204,0.45689040422439575,3.401879630564787,0.0031243874691426754,1.0,0.07405223697423935,0.96875,0.22231417894363403,0.9375,0.3125
205,0.4450158178806305,3.5162455194899405,0.03094002604484558,1.0,0.010661236010491848,1.0,0.09088805317878723,0.96875,0.4375
206,0.4493415653705597,3.474234060761624,0.01804746314883232,1.0,0.02919449470937252,1.0,0.2064959704875946,0.875,0.46875
207,0.458632230758667,3.385354281303337,0.17237550020217896,0.90625,0.11711210757493973,0.9375,0.030669523403048515,1.0,0.21875
208,0.44379642605781555,3.528161995118949,0.01857798919081688,1.0,0.06528395414352417,1.0,0.14527180790901184,0.90625,0.5
209,0.4517144560813904,3.4513601062098993,0.012240787036716938,1.0,0.03608083724975586,1.0,0.0663374662399292,1.0,0.375
210,0.45181283354759216,3.450414372940427,0.10023421049118042,0.96875,0.04126384109258652,0.96875,0.12071274220943451,0.9375,0.375
211,0.4447832405567169,3.5185158534430725,0.045867159962654114,1.0,0.14431500434875488,0.9375,0.0885673314332962,1.0,0.34375
212,0.46113598346710205,3.3617098749331182,0.06695571541786194,0.96875,0.13719065487384796,0.9375,0.07125119864940643,0.96875,0.28125
213,0.47010481357574463,3.278053018883666,0.013462429866194725,1.0,0.05687765032052994,1.0,0.253526508808136,0.875,0.375
214,0.45386022329330444,3.4307787753737444,0.12674127519130707,0.96875,0.026176942512392998,1.0,0.07290807366371155,0.96875,0.28125
